iucn_sid,year,cat_ts,cat_ts_score,iucn_version
133235,2008,VU,0.4,2017-3
133236,2008,NT,0.2,2017-3
133236,2014,NT,0.2,2017-3
133237,2008,LC,0,2017-3
133238,2008,LC,0,2017-3
133239,2008,NT,0.2,2017-3
133239,2014,NT,0.2,2017-3
133240,2008,LC,0,2017-3
133240,2014,LC,0,2017-3
133242,2008,LC,0,2017-3
133242,2014,LC,0,2017-3
133243,2008,NT,0.2,2017-3
133244,2008,NT,0.2,2017-3
133244,2014,NT,0.2,2017-3
133245,2008,LC,0,2017-3
133246,2008,LC,0,2017-3
133246,2014,LC,0,2017-3
133247,2008,VU,0.4,2017-3
133248,2008,LC,0,2017-3
133248,2014,LC,0,2017-3
133250,2008,NT,0.2,2017-3
133250,2014,NT,0.2,2017-3
133251,2008,NT,0.2,2017-3
133252,2008,LC,0,2017-3
133253,2008,NT,0.2,2017-3
133255,2008,LC,0,2017-3
133256,2008,NT,0.2,2017-3
133256,2014,NT,0.2,2017-3
133257,2008,LC,0,2017-3
133258,2008,NT,0.2,2017-3
133258,2014,NT,0.2,2017-3
133259,2008,LC,0,2017-3
133261,2008,VU,0.4,2017-3
133262,2008,NT,0.2,2017-3
133262,2014,NT,0.2,2017-3
133263,2008,VU,0.4,2017-3
133266,2008,LC,0,2017-3
133267,2008,LC,0,2017-3
133267,2014,LC,0,2017-3
133269,2008,VU,0.4,2017-3
133271,2008,LC,0,2017-3
133272,2008,NT,0.2,2017-3
133272,2014,NT,0.2,2017-3
133277,2008,LC,0,2017-3
133277,2014,LC,0,2017-3
133278,2008,LC,0,2017-3
133281,2008,LC,0,2017-3
133283,2008,VU,0.4,2017-3
133284,2008,LC,0,2017-3
133284,2014,LC,0,2017-3
133288,2008,LC,0,2017-3
133289,2008,VU,0.4,2017-3
133289,2014,VU,0.4,2017-3
133290,2008,NT,0.2,2017-3
133290,2014,NT,0.2,2017-3
133291,2008,VU,0.4,2017-3
133291,2014,VU,0.4,2017-3
133292,2008,LC,0,2017-3
133292,2014,LC,0,2017-3
133293,2008,LC,0,2017-3
133293,2014,LC,0,2017-3
133298,2008,LC,0,2017-3
133302,2008,LC,0,2017-3
133302,2014,LC,0,2017-3
133303,2008,NT,0.2,2017-3
133303,2014,NT,0.2,2017-3
133304,2008,LC,0,2017-3
133304,2014,LC,0,2017-3
133306,2008,NT,0.2,2017-3
133307,2008,NT,0.2,2017-3
133308,2008,LC,0,2017-3
133308,2014,LC,0,2017-3
