am_sid,iucn_sid,sciname,main_common_name,cat,cat_score
Fis-159585,161553,Insentiraja subtilispinosa,Western Looseskin Skate,LC,0
Fis-139780,161579,Himantura walga,NA,NT,0.2
Fis-53676,196422,Crenimugil heterocheilos,Half Fringelip Mullet,LC,0
Fis-49010,194871,Gammogobius steinitzi,Steinitz's Goby,LC,0
Fis-49086,194879,Millerigobius macrocephalus,Gobie Nain à Grosse Tête,LC,0
Fis-49152,194887,Pseudaphya ferreri,Ferrer's Goby,LC,0
Fis-51025,196039,Eptatretus okinoseanus,NA,LC,0
Fis-51030,196056,Myxine garmani,NA,VU,0.4
Fis-51740,187518,Cirrhilabrus luteovittatus,Yellowband Wrasse,LC,0
Fis-52108,161454,Bathyraja isotrachys,Raspback Skate,LC,0
Fis-52113,161462,Bathyraja diplotaenia,Duskypink Skate,LC,0
Fis-52133,161534,Rhinoraja kujiensis,Dapplebellied Softnose Skate,LC,0
Fis-52138,161575,Rhinoraja longicauda,NA,LC,0
Fis-52297,154894,Alepocephalus owstoni,Owston's Slickhead,LC,0
Fis-53152,10083,Hippocampus sindonis,Sindo's Seahorse,LC,0
Fis-53997,187793,Macropharyngodon moyeri,NA,LC,0
Fis-166561,187539,Iniistius twistii,NA,LC,0
Fis-54333,155295,Pseudanthias ignitus,Flame Anthias,LC,0
Fis-54498,196030,Eptatretus longipinnis,Longfin Hagfish,VU,0.4
Fis-160854,161496,Spiniraja whitleyi,Melbourne Skate,VU,0.4
Fis-56243,2958,Brachionichthys hirsutus,Spotted Handfish,CR,0.8
Fis-56509,154802,Secutor hanedai,Haneda's Ponyfish,LC,0
Fis-56798,166483,Arius gagora,Gagora Catfish,NT,0.2
Fis-56858,187538,Cirrhilabrus roseafascia,Rose-band Fairy Wrasse,LC,0
Fis-56865,187502,Cirrhilabrus randalli,NA,LC,0
Fis-57183,180966,Achiroides melanorhijnchus,NA,LC,0
Fis-58055,165854,Centropyge debelius,Blue Mauritius Angelfish,LC,0
Fis-58059,154809,Apolemichthys kingi,Tiger Angelfish,LC,0
Fis-58083,165726,Chaetodon dialeucos,Oman Butterflyfish,LC,0
Fis-148896,183563,Arcos poecilophthalmus,Galapagos clingfish,VU,0.4
Fis-58269,183372,Quassiremus evionthas,Galápagos Snake Eel,VU,0.4
Fis-58567,155047,Cocotropus roseus,Velvetfish,LC,0
Fis-58718,187425,Conniella apterygia,Rowley Shoals Wrasse,VU,0.4
Fis-58775,1615,Choranthias salmopunctatus,NA,LC,0
Fis-59735,187749,Leptojulis chrysotaenia,Ocre-band wrasse,LC,0
Fis-59763,187463,Leptojulis urostigma,Tail-spot V-wrasse,LC,0
Fis-59764,187815,Leptojulis polylepis,Black-spot V-wrasse,LC,0
Fis-60569,155124,Amblyeleotris triguttata,Triplespot Shrimpgoby,LC,0
Fis-60896,187790,Halichoeres leptotaenia,Thinstripe Wrasse,LC,0
Fis-144619,39302,Anthias regalis,NA,VU,0.4
Fis-61194,183725,Scartichthys variolatus,NA,LC,0
Fis-139798,161386,Bathytoshia lata,Brown Stingray,LC,0
Fis-61406,60100,Urolophus orarius,Coastal Stingaree,EN,0.6
Fis-61707,183587,Sphoeroides rosenblatti,NA,LC,0
Fis-61834,180125,Istiblennius colei,NA,LC,0
Fis-62061,177968,Naso caeruleacauda,Bluetail Unicornfish,LC,0
Fis-112194,183758,Brotula ordwayi,Fore-spotted brotula,LC,0
Fis-112197,183745,Ogilbia deroyi,Deroy's Cuskeel,LC,0
Fis-112549,155285,Vanacampus vercoi,Verco's Pipefish,LC,0
Fis-112797,194872,Gobius ater,Bellotti's Goby,LC,0
Fis-112805,194877,Gobius vittatus,Striped Goby,LC,0
Fis-112900,187465,Halichoeres stigmaticus,U-spot wrasse,LC,0
Fis-113168,187571,Bodianus prognathus,NA,LC,0
Fis-113245,187505,Cirrhilabrus flavidorsalis,Yellow-fin fairy wrasse,LC,0
Fis-113302,183855,Axoclinus cocoensis,Cocos triplefin,VU,0.4
Fis-113384,183553,Lonchopisthus sinuscalifornicus,Longtailed jawfish,LC,0
Fis-113503,183705,Platygillellus altivelis,Sailfin Stargazer,NT,0.2
Fis-113504,183694,Platygillellus bussingi,Bussing's Stargazer,NT,0.2
Fis-113546,183654,Paraclinus tanygnathus,Longjaw Blenny,LC,0
Fis-113675,183535,Mccoskerichthys sandae,Tufted blenny,NT,0.2
Fis-113842,183950,Lythrypnus insularis,Distant Goby,VU,0.4
Fis-169111,183573,Elacatinus janssi,Spotback goby,LC,0
Fis-114213,154658,Plectranthias bilaticlavia,NA,LC,0
Fis-114324,190767,Chlorurus rhakoura,NA,LC,0
Fis-114767,155328,Paratriacanthodes herrei,Banded Spikefish,LC,0
Fis-150013,154655,Hadropareia middendorffii,NA,LC,0
Fis-116558,155241,Hadropogonichthys lindbergi,NA,LC,0
Fis-116714,135491,Alosa tanaica,NA,LC,0
Fis-116901,155077,Lycenchelys monstrosa,NA,LC,0
Fis-121765,196065,Myxine mcmillanae,Caribbean Hagfish,LC,0
Fis-123550,161722,Bathyraja bergi,Bottom Skate,LC,0
Fis-123727,155218,Lipogramma robinsi,NA,LC,0
Fis-125899,154747,Maurolicus breviculus,NA,LC,0
Fis-125920,44654,Gurgesiella furvescens,Dusky Finless Skate,LC,0
Fis-126086,154948,Astronesthes indopacificus,NA,LC,0
Fis-126144,187647,Choerodon melanostigma,NA,LC,0
Fis-126633,180109,Coelorinchus quincunciatus,NA,LC,0
Fis-126642,180111,Coelorinchus thompsoni,NA,LC,0
Fis-127123,154830,Pyramodon lindas,NA,LC,0
Fis-127218,44655,Rajella nigerrima,Blackish Skate,LC,0
Fis-127563,63156,Urotrygon venezuelae,Venezuela Round Stingray,NT,0.2
Fis-127935,60143,Neoharriotta pumila,Arabian Sicklefin Chimaera,LC,0
Fis-130618,10061,Hippocampus borboniensis,NA,VU,0.4
Fis-130731,10074,Hippocampus jayakari,Jayakar's Seahorse,LC,0
Fis-130805,155199,Ethadophis akkistikos,Indifferent Eel,LC,0
Fis-131089,40773,Hippocampus subelongatus,NA,VU,0.4
Fis-131185,161349,Benthobatis moresbyi,Indian Blind Numbfish,LC,0
Fis-131316,183828,Ophichthus mecopterus,Longarmed snake eel,LC,0
Fis-131556,196072,Nemamyxine kreffti,NA,NT,0.2
Fis-131582,196058,Myxine hubbsi,NA,LC,0
Fis-131591,196064,Myxine mccoskeri,NA,LC,0
Fis-131607,196017,Eptatretus caribbeaus,NA,LC,0
Fis-131608,196080,Paramyxine cheni,NA,VU,0.4
Fis-131621,196022,Eptatretus fritzi,Guadalupe Hagfish,LC,0
Fis-131624,154797,Eptatretus mendozai,NA,LC,0
Fis-131706,196085,Paramyxine sheni,NA,LC,0
Fis-131708,196043,Eptatretus sinus,Cortez Hagfish,LC,0
Fis-131715,196091,Paramyxine yangi,NA,LC,0
Fis-131893,161622,Rajella kukujevi,Mid-Atlantic Skate,LC,0
Fis-131922,154779,Paratrachichthys fernandezianus,NA,LC,0
Fis-131990,63110,Atlantoraja platana,La Plata Skate,VU,0.4
Fis-131992,161623,Bathyraja fedorovi,Cinnamon Skate,LC,0
Fis-131995,44656,Gurgesiella dorsalifera,Onefin Skate,VU,0.4
Fis-132105,187580,Cirrhilabrus pylei,Blue-margin fairy-wrasse,LC,0
Fis-132106,187770,Cirrhilabrus walindi,NA,LC,0
Fis-132130,161557,Chiloscyllium hasselti,Indonesian Bambooshark,NT,0.2
Fis-132198,155184,Neobythites bimaculatus,NA,LC,0
Fis-132342,187537,Halichoeres orientalis,NA,LC,0
Fis-132405,183630,Paraclinus stephensi,Professor Blenny,LC,0
Fis-132415,196025,Eptatretus grouseri,NA,LC,0
Fis-132463,183983,Microgobius crocatus,Yellow-spotted Goby,LC,0
Fis-132621,183300,Bellator farrago,NA,LC,0
Fis-132966,60147,Telatrygon acutirostra,Sharpnose Stingray,NT,0.2
Fis-132967,60155,Hemitrygon izuensis,Izu Stingray,NT,0.2
Fis-133923,154630,Canthigaster inframacula,NA,LC,0
Fis-134033,184026,Heteroconger pellegrini,Speckled garden eel,LC,0
Fis-134169,155117,Melamphaes spinifer,NA,LC,0
Fis-134599,187741,Pseudocheilinus citrinus,NA,LC,0
Fis-134783,187792,Coris centralis,NA,LC,0
Fis-135071,187603,Coris roseoviridis,Red and green Coris,LC,0
Fis-136360,154842,Tomicodon rhabdotus,Antillean Clingfish,LC,0
Fis-137591,154823,Silhouettea aegyptia,NA,LC,0
Fis-160978,155302,Nectamia annularis,Ringtail Cardinalfish,LC,0
Fis-161846,158625,Odontanthias tapui,NA,LC,0
Fis-138523,187798,Cirrhilabrus adornatus,Red-fin fairy wrasse,LC,0
Fis-138557,183482,Dactyloscopus lacteus,Milky Sand Stargazer,VU,0.4
Fis-138562,183221,Myxodagnus sagitta,Arrow Stargazer,VU,0.4
Fis-138852,183621,Rypticus courtenayi,Socorran Soapfish,VU,0.4
Fis-139509,187595,Symphodus caeruleus,NA,LC,0
Fis-139869,161540,Maculabatis pastinacoides,Round Whipray,VU,0.4
Fis-139871,161547,Pateobatis uarnacoides,Bleeker's Whipray,VU,0.4
Fis-140176,183754,Xyrichtys mundiceps,Cape razorfish,LC,0
Fis-140213,1308,Anisotremus moricandi,Brownstriped Grunt,LC,0
Fis-140522,155252,Pseudojuloides kaleidos,Blue-nose Wrasse,LC,0
Fis-141086,194875,Gobius kolombatovici,NA,LC,0
Fis-141241,178054,Myroconger nigrodentatus,Orange Conger-Moray,LC,0
Fis-141484,154770,Pariah scotius,Peppered Goby,LC,0
Fis-165214,158628,Nectamia zebrinus,NA,LC,0
Fis-142115,187371,Choerodon margaritiferus,NA,LC,0
Fis-142137,187687,Halichoeres chlorocephalus,NA,LC,0
Fis-142162,187370,Halichoeres pardaleocephalus,NA,LC,0
Fis-142245,154847,Citharichthys mariajorisae,Five-rayed Sanddab,LC,0
Fis-142344,41718,Apristurus albisoma,White-bodied Catshark,LC,0
Fis-142346,44222,Apristurus pinguis,Bulldog Catshark,LC,0
Fis-143520,196069,Myxine sotoi,NA,VU,0.4
Fis-143613,183315,Ogcocephalus porrectus,Cocos Batfish,LC,0
Fis-143727,154860,Facciolella karreri,NA,LC,0
Fis-143830,155003,Astronesthes nigroides,NA,LC,0
Fis-143896,177976,Acanthurus reversus,Marquesan Surgeonfish,LC,0
Fis-144514,154794,Oneirodes schmidti,NA,LC,0
Fis-167313,155274,Apogon wassinki,Kupang Cardinalfish,LC,0
Fis-165258,180682,Eugnathogobius variegatus,NA,LC,0
Fis-165257,187987,Eugnathogobius illotus,NA,LC,0
Fis-144753,155194,Cirripectes alleni,Kimberley Blenny,LC,0
Fis-144965,154683,Skythrenchelys zabra,Angry Worm Eel,LC,0
Fis-145041,132803,Cephalopholis polyspila,NA,LC,0
Fis-145104,187525,Terelabrus rubrovittatus,Yellow-stripe hogfish,LC,0
Fis-145208,190748,Scarus trispinosus,Greenback Parrotfish,EN,0.6
Fis-145245,187415,Cirrhilabrus earlei,Orange-Striped Fairy Wrasse,LC,0
Fis-145250,187413,Paracheilinus attenuatus,NA,LC,0
Fis-145261,196034,Eptatretus menezesi,NA,LC,0
Fis-145272,154907,Cetomimus teevani,NA,LC,0
Fis-145573,187472,Pseudocoris bleekeri,Yellow-band wrasse,LC,0
Fis-145595,187635,Paracheilinus flavianalis,Yellow-fin flasher-wrasse,LC,0
Fis-145602,187494,Paracheilinus cyaneus,Blue flasher-wrasse,LC,0
Fis-145821,155263,Paraclinus rubicundus,NA,LC,0
Fis-146089,154665,Eustomias posti,NA,LC,0
Fis-146177,187592,Iniistius auropunctatus,NA,LC,0
Fis-146570,41804,Etmopterus caudistigmus,Tailspot Lanternshark,LC,0
Fis-146571,41805,Etmopterus dianthus,Pink Lanternshark,LC,0
Fis-146572,41806,Etmopterus dislineatus,Lined Lanternshark,LC,0
Fis-146574,41808,Etmopterus fusus,Pygmy Lanternshark,LC,0
Fis-146575,41809,Etmopterus pseudosqualiolus,False Pygmy Shark,LC,0
Fis-146732,177963,Naso mcdadei,Squarenose Unicornfish,LC,0
Fis-148502,183525,Acanthemblemaria mangognatha,Revillagigedo Barnacle Blenny,VU,0.4
Fis-148591,154936,Chaunax flammeus,NA,LC,0
Fis-148634,183312,Chlopsis apterus,Stripesnout false moray,LC,0
Fis-148829,183474,Dactyloscopus minutus,Tiny Stargazer,LC,0
Fis-148850,183544,Dactyloscopus amnis,Riverine Stargazer,LC,0
Fis-148851,183399,Dactyloscopus metoecus,Mexican Stargazer,LC,0
Fis-156277,183480,Dactyloscopus fimbriatus,Fringed Stargazer,LC,0
Fis-119162,187498,Coris ballieui,Light colored wrasse fish,LC,0
Fis-149224,183650,Ptereleotris carinata,Panamic Dartfish,LC,0
Fis-149429,154932,Parupeneus posteli,NA,LC,0
Fis-149461,155320,Nannobrachium gibbsi,Gibbs Lanternfish,LC,0
Fis-149483,44577,Benthobatis kreffti,Brazilian Blind Electric Ray,VU,0.4
Fis-149486,63154,Narcine leoparda,NA,NT,0.2
Fis-149493,196033,Eptatretus mccoskeri,NA,LC,0
Fis-149520,154964,Hoplunnis schmidti,Duckbill Eel,LC,0
Fis-149714,154874,Hetereleotris georgegilli,Gill's Goby,NT,0.2
Fis-149757,188319,Neopomacentrus aquadulcis,NA,EN,0.6
Fis-149935,154909,Eustomias albibulbus,NA,LC,0
Fis-150165,44586,Schroederichthys saurisqualus,Lizard Catshark,VU,0.4
Fis-150532,155015,Artediellichthys nigripinnis,Blackfin Hookear Sculpin,LC,0
Fis-150540,154619,Alcichthys elongatus,NA,LC,0
Fis-152001,60091,Urolophus deforgesi,Chesterfield Stingaree,LC,0
Fis-152008,60099,Urolophus neocaledoniensis,New Caledonian Stingaree,LC,0
Fis-152044,155132,Eustomias monodactylus,NA,LC,0
Fis-152348,155223,Gobiopterus mindanensis,NA,LC,0
Fis-152906,154692,Schindleria brevipinguis,Stout Infantfish,LC,0
Fis-153187,187410,Cirrhilabrus marjorie,Marjorie's Wrasse,LC,0
Fis-153188,187791,Paracheilinus rubricaudalis,NA,LC,0
Fis-154234,183695,Notarius biffi,Chomba Sea-catfish,LC,0
Fis-154525,196061,Myxine jespersenae,Jespersen's hagfish,LC,0
Fis-158513,161319,Bathyraja mariposa,Butterfly Skate,LC,0
Fis-158817,180133,Paradiancistrus cuyoensis,Cuyo coralbrotula,VU,0.4
Fis-158886,183773,Ogilbia boydwalkeri,Walker's Brotula,LC,0
Fis-158896,183936,Ogilbia jewettae,Jewett's Brotula,LC,0
Fis-158897,183613,Ogilbia nigromarginata,Black-edged Brotula,LC,0
Fis-158899,183270,Ogilbia nudiceps,Naked Brotula,LC,0
Fis-158907,183269,Ogilbia robertsoni,Brown Brotula,LC,0
Fis-159113,161598,Pateobatis hortlei,Hortle's Whipray,VU,0.4
Fis-159119,161465,Pastinachus solocirostris,Roughnose Stingray,EN,0.6
Fis-159332,161546,Urogymnus lobistomus,Tubemouth Whipray,VU,0.4
Fis-159650,187657,Iniistius griffithsi,Griffiths’ razor fish,LC,0
Fis-159824,187737,Oxycheilinus lineatus,NA,LC,0
Fis-160266,161644,Halaelurus maculosus,Indonesian Speckled Catshark,LC,0
Fis-160316,63106,Bathyraja cousseauae,Joined-fins Skate,NT,0.2
Fis-160383,161360,Squalus chloroculus,Greeneye Spurdog,NT,0.2
Fis-160464,63165,Mustelus ravidus,Grey Gummy Shark,LC,0
Fis-160684,195487,Squalus griffini,Northern Spiny Dogfish,LC,0
Fis-160832,187757,Paracheilinus nursalim,NA,LC,0
Fis-160862,42728,Squatina pseudocellata,Western Angel Shark,LC,0
Fis-160886,161664,Orectolobus floridus,Floral Banded Wobbegong,LC,0
Fis-160887,161651,Orectolobus parvimaculatus,Dwarf Spotted Wobbegong,LC,0
Fis-160925,161428,Electrolux addisoni,Ornate Sleeper Ray,CR,0.8
Fis-160938,161652,Holohalaelurus favus,Honeycomb Izak,EN,0.6
Fis-160950,161383,Neoraja iberica,Iberian Pygmy Skate,LC,0
Fis-160954,42730,Urolophus kapalensis,Kapala Stingaree,NT,0.2
Fis-161080,187622,Epibulus brevis,Dwarf slingjaw wrasse,LC,0
Fis-161183,187543,Cirrhilabrus cenderawasih,Cenderawasih wrasse,LC,0
Fis-161235,195457,Irolita westraliensis,NA,LC,0
Fis-161242,195468,Notoraja sticta,Blotched Skate,LC,0
Fis-161246,187421,Paracheilinus walton,NA,LC,0
Fis-161395,195425,Galeus priapus,Phallic Catshark,LC,0
Fis-161411,195485,Centrophorus westraliensis,NA,LC,0
Fis-161420,42720,Pristiophorus delicatus,Tropical Sawshark,LC,0
Fis-161448,195422,Cephaloscyllium hiscosellum,Reticulate Swellshark,LC,0
Fis-161453,42712,Glyphis garricki,New Guinea River Shark,CR,0.8
Fis-161467,195427,Chimaera argiloba,Whitefin Chimaera,LC,0
Fis-161508,195432,Chimaera obscura,NA,LC,0
Fis-161547,187742,Cirrhilabrus beauperryi,Beau's Wrasse,LC,0
Fis-161602,169679,Centropyge abei,NA,LC,0
Fis-161642,195472,Pavoraja mosaica,Mosaic Skate,LC,0
Fis-162056,183824,Opistognathus fossoris,NA,LC,0
Fis-164150,168374,Chaetodontoplus poliourus,NA,LC,0
Fis-164353,195431,Chimaera notafricana,Cape Chimaera,LC,0
Fis-164604,196013,Eptatretus alastairi,NA,LC,0
Fis-168177,187782,Xyrichtys halsteadi,Halstead's razorfish,LC,0
Fis-165213,196012,Gerres simillimus,NA,LC,0
W-Msc-215451,192674,Conus sponsalis,Sponsal Cone,LC,0
ITS-199949,169951,Panulirus penicillatus,Pronghorn Spiny Lobster,LC,0
ITS-552935,169972,Metanephrops challengeri,New Zealand Lobster,LC,0
ITS-552982,169968,Panulirus versicolor,Painted Spiny Lobster,LC,0
ITS-553055,169979,Thenus orientalis,Flathead Lobster,LC,0
ITS-97309,169958,Nephropsis aculeata,Florida Lobsterette,LC,0
ITS-97311,169986,Nephropsis rosea,Two-toned Lobsterette,LC,0
ITS-97314,170009,Homarus americanus,American Lobster,LC,0
ITS-97315,169955,Homarus gammarus,European Lobster,LC,0
ITS-97317,169967,Nephrops norvegicus,Norway Lobster,LC,0
ITS-97657,169975,Palinurus elephas,Common Spiny Lobster,VU,0.4
ITS-97688,185026,Polycheles typhlops,NA,LC,0
W-Oct-207409,133065,Tubipora musica,Organ Pipe Coral,NT,0.2
URM-Cn-4720,133182,Isopora brueggemanni,NA,VU,0.4
URM-Cn-6134,133208,Psammocora contigua,NA,NT,0.2
URM-Cn-6140,133570,Psammocora profundacella,NA,LC,0
URM-Cn-6148,133389,Siderastrea siderea,Massive Starlet Coral,LC,0
URM-Cn-4849,133621,Acropora valenciennesi,NA,LC,0
SLB-61731,133293,Acropora valida,NA,LC,0
URM-Cn-4830,133320,Acropora solitaryensis,NA,VU,0.4
URM-Cn-5975,133222,Pocillopora damicornis,Cauliflower Coral,LC,0
URM-Cn-5978,133407,Pocillopora eydouxi,NA,NT,0.2
URM-Cn-5984,133197,Pocillopora verrucosa,Rasp Coral,LC,0
URM-Cn-6073,133395,Porites porites,Finger Coral,LC,0
URM-Cn-4841,133020,Acropora tenuis,NA,NT,0.2
URM-Cn-5995,133685,Stylophora pistillata,Smooth Cauliflower Coral,NT,0.2
URM-Cn-6038,133680,Porites astreoides,Mustard Hill Coral,LC,0
URM-Cn-5826,133337,Merulina ampliata,NA,LC,0
URM-Cn-5846,133246,Acanthastrea echinata,NA,LC,0
URM-Cn-5871,133419,Lobophyllia hemprichii,Largebrain Root Coral,LC,0
URM-Cn-4823,132998,Acropora samoensis,NA,LC,0
URM-Cn-5895,133606,Symphyllia recta,NA,LC,0
URM-Cn-5760,133503,Fungia fungites,Common Mushroom Coral,NT,0.2
URM-Cn-4813,133033,Acropora pulchra,NA,LC,0
URM-Cn-4816,133248,Acropora robusta,NA,LC,0
URM-Cn-5905,133662,Galaxea fascicularis,NA,NT,0.2
URM-Cn-4826,132888,Acropora secale,NA,NT,0.2
URM-Cn-4828,133080,Acropora selago,NA,NT,0.2
URM-Cn-6122,133428,Coscinaraea columna,NA,LC,0
URM-Cn-4855,133547,Acropora yongei,NA,LC,0
URM-Cn-4871,133292,Astreopora myriophthalma,NA,LC,0
URM-Cn-4875,133314,Montipora aequituberculata,NA,LC,0
URM-Cn-4891,133451,Montipora danae,NA,LC,0
URM-Cn-4725,133576,Acropora cerealis,NA,LC,0
URM-Cn-4901,133071,Montipora foliosa,NA,NT,0.2
URM-Cn-4913,133066,Montipora informis,NA,LC,0
URM-Cn-4919,133674,Montipora mollis,NA,LC,0
URM-Cn-4728,133207,Acropora clathrata,NA,LC,0
URM-Cn-4941,133345,Montipora tuberculosa,NA,LC,0
URM-Cn-4947,133646,Montipora verrucosa,NA,LC,0
URM-Cn-4950,133535,Agaricia agaricites,Lettuce Coral,LC,0
URM-Cn-4958,132917,Gardineroseris planulata,NA,LC,0
URM-Cn-4967,133351,Leptoseris mycetoseroides,NA,LC,0
URM-Cn-4733,133313,Acropora cytherea,NA,LC,0
URM-Cn-4978,133410,Pachyseris speciosa,NA,LC,0
URM-Cn-4982,133240,Pavona clavus,NA,LC,0
URM-Cn-4984,133041,Pavona decussata,Cactus Coral,VU,0.4
URM-Cn-4992,132911,Pavona maldivensis,NA,LC,0
URM-Cn-4994,133398,Pavona varians,NA,LC,0
URM-Cn-4709,133463,Acropora aculeus,NA,VU,0.4
URM-Cn-5962,133663,Madracis decactis,Ten-ray Star Coral,LC,0
URM-Cn-4738,133250,Acropora digitifera,NA,NT,0.2
URM-Cn-4745,133010,Acropora elseyi,NA,LC,0
URM-Cn-4750,132869,Acropora florida,Branch Coral,NT,0.2
URM-Cn-4751,133644,Acropora formosa,Staghorn Coral,NT,0.2
URM-Cn-4752,133324,Acropora gemmifera,NA,LC,0
URM-Cn-4755,133013,Acropora grandis,NA,LC,0
URM-Cn-4756,132948,Acropora granulosa,NA,NT,0.2
URM-Cn-4760,133319,Acropora horrida,NA,VU,0.4
URM-Cn-4761,132992,Acropora humilis,Finger Coral,NT,0.2
URM-Cn-4762,133479,Acropora hyacinthus,Brush Coral,NT,0.2
URM-Cn-4773,133120,Acropora latistella,NA,LC,0
URM-Cn-4777,132988,Acropora longicyathus,NA,LC,0
URM-Cn-4778,132976,Acropora loripes,NA,NT,0.2
URM-Cn-4780,133303,Acropora lutkeni,NA,NT,0.2
URM-Cn-4783,133359,Acropora microclados,NA,VU,0.4
URM-Cn-5481,133256,Euphyllia glabrescens,NA,NT,0.2
URM-Cn-4784,133021,Acropora microphthalma,NA,LC,0
URM-Cn-4785,133666,Acropora millepora,NA,NT,0.2
URM-Cn-4714,133132,Acropora aspera,NA,VU,0.4
URM-Cn-5516,133167,Cyphastrea serailia,NA,LC,0
URM-Cn-5538,133569,Favia favus,Head Coral,LC,0
URM-Cn-5548,133616,Favia matthaii,NA,NT,0.2
URM-Cn-5550,132936,Favia pallida,NA,LC,0
URM-Cn-5554,133210,Favia speciosa,NA,LC,0
URM-Cn-5555,133593,Favia stelligera,NA,NT,0.2
URM-Cn-4792,133239,Acropora nasuta,NA,NT,0.2
URM-Cn-5587,133090,Leptastrea purpurea,NA,LC,0
URM-Cn-5594,133237,Montastraea cavernosa,Great Star Coral,LC,0
URM-Cn-5595,132922,Montastrea curta,NA,LC,0
URM-Cn-4795,133266,Acropora nobilis,NA,LC,0
URM-Cn-4715,133160,Acropora austera,NA,NT,0.2
URM-Cn-5612,133468,Platygyra daedalea,Brain Coral,LC,0
URM-Cn-5620,133284,Plesiastrea versipora,NA,LC,0
URM-Cn-4798,133006,Acropora palmata,Elkhorn Coral,CR,0.8
W-Ech-124287,7011,Echinus esculentus,European Edible Sea Urchin,NT,0.2
W-Hol-148748,180421,Holothuria atra,Lollyfish,LC,0
W-Msc-341869,176079,Stigmatoteuthis dofleini,NA,LC,0
SLB-71282,162554,Sepia papuensis,Papuan Cuttlefish,LC,0
W-Msc-342064,163246,Illex argentinus,Argentine Squid,LC,0
W-Msc-140609,163267,Taningia danae,NA,LC,0
SLB-71435,162909,Egea inermis,NA,LC,0
W-Msc-141097,176088,Pterygioteuthis giardi,NA,LC,0
W-Msc-220304,162679,Sepia australis,Southern Cuttlefish,LC,0
W-Msc-141548,162587,Spirula spirula,Ram's Horn Squid,LC,0
W-Msc-157036,162616,Semirossia tenera,Lesser Shining Bobtail Squid,LC,0
W-Msc-153083,162552,Rossia palpebrosa,NA,LC,0
W-Msc-141444,162664,Sepia officinalis,Common Cuttlefish,LC,0
W-Msc-140625,163369,Todaropsis eblanae,NA,LC,0
W-Msc-139429,163258,Teuthowenia megalops,NA,LC,0
W-Msc-342066,163152,Sthenoteuthis oualaniensis,NA,LC,0
W-Msc-325306,162900,Todarodes filippovae,NA,LC,0
W-Msc-342375,163129,Nototodarus gouldi,NA,LC,0
W-Msc-157031,163353,Pyroteuthis margaritifera,NA,LC,0
W-Msc-341818,163218,Liocranchia reinhardti,NA,LC,0
SLB-71671,163026,Psychroteuthis glacialis,NA,LC,0
W-Msc-138848,163288,Bathyteuthis abyssicola,Deepsea Squid,LC,0
W-Msc-153087,163002,Illex illecebrosus,NA,LC,0
W-Msc-140621,163269,Illex coindetii,NA,LC,0
W-Msc-181382,163163,Ommastrephes bartramii,NA,LC,0
W-Msc-140623,163198,Sthenoteuthis pteropus,NA,LC,0
W-Msc-225573,163232,Ornithoteuthis antillarum,NA,LC,0
W-Msc-141680,163228,Thysanoteuthis rhombus,Diamondback squid,LC,0
W-Msc-196598,162961,Joubiniteuthis portieri,NA,LC,0
SLB-71465,163256,Discoteuthis discus,NA,LC,0
W-Msc-181386,162941,Cranchia scabra,NA,LC,0
W-Msc-139422,163338,Bathothauma lyromma,NA,LC,0
Rep-2666,3897,Caretta caretta,Loggerhead Turtle,VU,0.4
Rep-2941,4615,Chelonia mydas,Green Turtle,EN,0.6
Rep-5181,8005,Eretmochelys imbricata,Hawksbill Turtle,CR,0.8
Rep-6936,11534,Lepidochelys olivacea,Olive Ridley,VU,0.4
Rep-4381,6494,Dermochelys coriacea,Leatherback,VU,0.4
Rep-6935,11533,Lepidochelys kempii,Kemp's Ridley,CR,0.8
Rep-3460,5668,Crocodylus porosus,Salt-water Crocodile,LC,0
ITS-Mam-180488,41755,Physeter macrocephalus,Sperm Whale,VU,0.4
ITS-Mam-180491,11047,Kogia breviceps,NA,LC,0
ITS-Mam-180492,11048,Kogia sima,NA,LC,0
ITS-Mam-180498,23211,Ziphius cavirostris,Cuvier's Beaked Whale,LC,0
ITS-Mam-180504,10707,Hyperoodon ampullatus,NA,VU,0.4
ITS-Mam-180630,2058,Arctocephalus gazella,Antarctic Fur Seal,LC,0
ITS-Mam-180631,41664,Arctocephalus forsteri,New Zealand Fur Seal,LC,0
ITS-Mam-180639,15106,Odobenus rosmarus,Walrus,VU,0.4
