iucn_sid,sciname,kingdom,phylum,class,order,family,main_common_name,published_year,old_cat,criteria,aoo_km2,eoo_km2,depth_upper,depth_lower,cat,cat_score
133075,Palauastrea ramosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,NA,2008,NT,NA,NA,NA,1,30,NT,0.2
133076,Lobophyllia robusta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2014,LC,NA,NA,NA,2,40,LC,0
133077,Coscinaraea mcneilli,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,NA,2008,LC,NA,NA,NA,NA,NA,LC,0
133078,Favites acuticollis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,NT,NA,NA,NA,0,20,NT,0.2
133079,Montipora meandrina,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4c,NA,NA,1,20,VU,0.4
133080,Acropora selago,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,NT,NA,NA,NA,5,25,NT,0.2
133081,Acropora kirstyae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,10,25,VU,0.4
133082,Porites lutea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,NA,2014,LC,NA,NA,NA,0,30,LC,0
133083,Ctenactis albitentaculata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2014,NT,NA,NA,NA,6,20,NT,0.2
133084,Barabattoia amicorum,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,LC,NA,NA,NA,0,20,LC,0
133085,Balanophyllia europaea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Tooth Coral,2015,LC,NA,NA,NA,0,50,LC,0
133087,Acropora subglabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,LC,NA,NA,NA,5,25,LC,0
133088,Echinopora lamellosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,LC,NA,NA,NA,1,40,LC,0
133089,Echinophyllia patula,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,NA,2008,LC,NA,NA,NA,10,40,LC,0
133090,Leptastrea purpurea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,LC,NA,NA,NA,0,30,LC,0
133091,Leptoseris scabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2014,LC,NA,NA,NA,8,30,LC,0
133094,Psammocora nierstraszi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,NA,2008,LC,NA,NA,NA,1,30,LC,0
133095,Pocillopora meandrina,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,NA,2014,LC,NA,NA,NA,1,27,LC,0
133097,Pocillopora danae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,NA,2014,VU,A4ce,NA,NA,1,15,VU,0.4
133098,Leptoseris papyracea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2014,LC,NA,NA,NA,1,25,LC,0
133099,Pocillopora elegans,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,NA,2014,VU,A4ce,NA,NA,1,20,VU,0.4
133101,Goniastrea minuta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,NT,NA,NA,NA,1,15,NT,0.2
133102,Dichocoenia stokesii,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Elliptical Star Coral,2008,VU,A4c,NA,NA,2,72,VU,0.4
133105,Porites murrayensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,NA,2014,NT,NA,NA,NA,0,5,NT,0.2
133106,Acanthastrea hillae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2014,NT,NA,NA,NA,2,20,NT,0.2
133109,Galaxea acrhelia,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,NA,2008,VU,A4c,NA,NA,3,15,VU,0.4
133110,Ctenactis crassa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2008,LC,NA,NA,NA,3,25,LC,0
133111,Montipora saudii,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,NT,NA,NA,NA,1,8,NT,0.2
133112,Acropora caroliniana,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,10,25,VU,0.4
133113,Montipora cactus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,2,20,VU,0.4
133114,Duncanopsammia axifuga,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,NA,2008,NT,NA,NA,NA,8,30,NT,0.2
133115,Acropora retusa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,1,5,VU,0.4
133116,Plerogyra simplex,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,NA,2014,NT,NA,NA,NA,3,30,NT,0.2
133117,Montipora lobulata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,VU,A4c,NA,NA,1,20,VU,0.4
133120,Acropora latistella,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,3,20,LC,0
133121,Siderastrea glynni,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,NA,2008,CR,"B2ab(iii,iv,v)",NA,NA,7,8.5,CR,0.8
133124,Dendrogyra cylindrus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Pillar Coral,2008,VU,A4ce,NA,NA,1,25,VU,0.4
133126,Symphyllia hassi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2008,VU,A4c,NA,NA,4,20,VU,0.4
133127,Symphyllia valenciennesii,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2014,LC,NA,NA,NA,2,40,LC,0
133129,Astreopora ocellata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,5,20,LC,0
133131,Montipora friabilis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,1,20,VU,0.4
133132,Acropora aspera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,VU,A4ce,NA,NA,0,5,VU,0.4
133133,Acropora abrolhosensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4cde,NA,NA,2,18,VU,0.4
133134,Montastraea annularis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Boulder Star Coral,2008,EN,A2ace,NA,NA,0.5,82,EN,0.6
133135,Madracis pharensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Star Coral,2008,LC,NA,NA,NA,5,99,LC,0
133136,Favia marshae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,NT,NA,NA,NA,5,15,NT,0.2
133137,Astreopora scabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,LC,NA,NA,NA,3,15,LC,0
133139,Isopora palifera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Catch Bowl Coral,2014,NT,NA,NA,NA,2,20,NT,0.2
133140,Millepora exaesa,ANIMALIA,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,NA,2014,LC,NA,NA,NA,0,15,LC,0
133142,Cladocora caespitosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Mediterranean Pillow Coral,2015,EN,A4a,NA,2500000,5,40,EN,0.6
133144,Millepora alcicornis,ANIMALIA,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,NA,2008,LC,NA,NA,NA,1,40,LC,0
133146,Turbinaria frondens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,NA,2008,LC,NA,NA,NA,7,20,LC,0
133147,Leptoseris yabei,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2008,VU,A4ce,NA,NA,6,20,VU,0.4
133148,Ctenactis echinata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2014,LC,NA,NA,NA,1,20,LC,0
133151,Favia lacuna,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,NT,NA,NA,NA,1,15,NT,0.2
133152,Lobophyllia pachysepta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2008,NT,NA,NA,NA,3,30,NT,0.2
133155,Diploria strigosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Symmetrical Brain Coral,2008,LC,NA,NA,NA,0.5,55,LC,0
133156,Alveopora verrilliana,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,NA,2014,VU,A4cd,NA,NA,3,30,VU,0.4
133157,Scolymia vitiensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2008,NT,NA,NA,NA,5,50,NT,0.2
133158,Podabacia crustacea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2014,LC,NA,NA,NA,3,20,LC,0
133160,Acropora austera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,NT,NA,NA,NA,0.5,20,NT,0.2
133161,Platygyra contorta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,LC,NA,NA,NA,2,20,LC,0
133163,Coscinaraea marshae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,NA,2008,LC,NA,NA,NA,NA,NA,LC,0
133164,Acropora russelli,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4c,NA,NA,15,30,VU,0.4
133165,Oculina varicosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Large Ivory Coral,2008,VU,A2ac,NA,NA,3,152,VU,0.4
133166,Halomitra pileus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Bowl Coral,2014,LC,NA,NA,NA,3,25,LC,0
133167,Cyphastrea serailia,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,LC,NA,NA,NA,0,50,LC,0
133168,Pavona gigantea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2008,LC,NA,NA,NA,1,30,LC,0
133169,Stylophora mamillata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,NA,2008,LC,NA,NA,NA,15,25,LC,0
133171,Coeloseris mayeri,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2014,LC,NA,NA,NA,1,5,LC,0
133172,Echinophyllia aspera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,NA,2014,LC,NA,NA,NA,3,40,LC,0
133173,Euphyllia ancora,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,NA,2008,VU,A4cd,NA,NA,6,30,VU,0.4
133174,Astreopora moretonensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,2,15,VU,0.4
133175,Montipora efflorescens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,NT,NA,NA,NA,1,20,NT,0.2
133176,Coscinaraea exesa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,NA,2008,LC,NA,NA,NA,0,35,LC,0
133177,Turbinaria patula,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,NA,2008,VU,A4c,NA,NA,7,20,VU,0.4
133178,Montastrea annuligera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,NT,NA,NA,NA,0,20,NT,0.2
133179,Fungia scabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2008,LC,NA,NA,NA,1,24,LC,0
133180,Galaxea longisepta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,NA,2008,NT,NA,NA,NA,5,20,NT,0.2
133182,Isopora brueggemanni,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,1,15,VU,0.4
133183,Fungia granulosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2014,LC,NA,NA,NA,2,33,LC,0
133185,Montipora calcarea,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,0,20,VU,0.4
133186,Montipora floweri,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,LC,NA,NA,NA,1,30,LC,0
133188,Echinopora hirsutissima,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,LC,NA,NA,NA,0,40,LC,0
133192,Oxypora glabra,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,NA,2014,LC,NA,NA,NA,3,40,LC,0
133193,Heliopora coerulea,ANIMALIA,CNIDARIA,ANTHOZOA,HELIOPORACEA,HELIOPORIDAE,Blue Coral,2008,VU,A4cde,NA,NA,0,2,VU,0.4
133194,Montipora digitata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,0,5,LC,0
133196,Montipora incrassata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,NT,NA,NA,NA,1,30,NT,0.2
133197,Pocillopora verrucosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Rasp Coral,2014,LC,NA,NA,NA,1,54,LC,0
133198,Goniopora fruticosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,NA,2014,LC,NA,NA,NA,5,25,LC,0
133200,Oulophyllia crispa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,NT,NA,NA,NA,2,30,NT,0.2
133201,Fungia scutaria,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2014,LC,NA,NA,NA,1,30,LC,0
133203,Acropora tenella,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,VU,A4ce,NA,NA,25,70,VU,0.4
133206,Acropora roseni,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,EN,A4ce,NA,NA,3,12,EN,0.6
133207,Acropora clathrata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,8,20,LC,0
133208,Psammocora contigua,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,NA,2014,NT,NA,NA,NA,0,30,NT,0.2
133209,Favites pentagona,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,LC,NA,NA,NA,0,25,LC,0
133210,Favia speciosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,LC,NA,NA,NA,0,40,LC,0
133212,Oculina diffusa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Diffuse Ivory Bush Coral,2008,LC,NA,NA,NA,0.5,30,LC,0
133213,Lithophyllon undulatum,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2008,NT,NA,NA,NA,1,20,NT,0.2
133215,Fungia tenuis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2014,LC,NA,NA,NA,1,27,LC,0
133216,Porites lobata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,NA,2014,NT,NA,NA,NA,0,30,NT,0.2
133218,Pachyseris foliosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2008,LC,NA,NA,NA,10,25,LC,0
133219,Nemenzophyllia turbida,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,NA,2008,VU,A4cd,NA,NA,8,30,VU,0.4
133220,Montipora caliculata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,VU,A4ce,NA,NA,1,20,VU,0.4
133222,Pocillopora damicornis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Cauliflower Coral,2014,LC,NA,NA,NA,1,20,LC,0
133223,Acropora donei,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,5,20,VU,0.4
133224,Meandrina meandrites,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Maze Coral,2008,LC,NA,NA,NA,0.5,80,LC,0
133225,Euphyllia divisa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,NA,2008,NT,NA,NA,NA,2,35,NT,0.2
133226,Lobophyllia serratus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2008,EN,A4c,NA,NA,4,15,EN,0.6
133227,Astreopora expansa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,NT,NA,NA,NA,5,15,NT,0.2
133229,Montipora flabellata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,D2,NA,NA,1,10,VU,0.4
133231,Diploastrea heliopora,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,NT,NA,NA,NA,0,30,NT,0.2
133233,Acropora kimbeensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4cde,NA,NA,3,15,VU,0.4
133235,Turbinaria heronensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,NA,2008,VU,A4c,NA,NA,5,15,VU,0.4
133236,Galaxea paucisepta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,NA,2014,NT,NA,NA,NA,5,20,NT,0.2
133237,Montastraea cavernosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Great Star Coral,2008,LC,NA,NA,NA,0.5,113,LC,0
133238,Montipora hispida,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,1,40,LC,0
133239,Acropora nasuta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,NT,NA,NA,NA,3,15,NT,0.2
133240,Pavona clavus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2014,LC,NA,NA,NA,2,15,LC,0
133242,Pavona frondifera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2014,LC,NA,NA,NA,3,15,LC,0
133243,Echinopora pacificus,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,NT,NA,NA,NA,1,15,NT,0.2
133244,Favites flexuosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,NT,NA,NA,NA,1,20,NT,0.2
133245,Montipora spongodes,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,1,25,LC,0
133246,Acanthastrea echinata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2014,LC,NA,NA,NA,0,50,LC,0
133247,Acropora pharaonis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,5,25,VU,0.4
133248,Acropora robusta,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,LC,NA,NA,NA,1,8,LC,0
133250,Acropora digitifera,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,NT,NA,NA,NA,0,12,NT,0.2
133251,Stylophora wellsi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,NA,2008,NT,NA,NA,NA,0,10,NT,0.2
133252,Acropora tortuosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,1,30,LC,0
133253,Blastomussa wellsi,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,NA,2008,NT,NA,NA,NA,2,40,NT,0.2
133255,Agaricia humilis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Lowrelief Lettuce Coral,2008,LC,NA,NA,NA,5,20,LC,0
133256,Euphyllia glabrescens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,NA,2014,NT,NA,NA,NA,1,35,NT,0.2
133257,Diploria labyrinthiformis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Grooved Brain Coral,2008,LC,NA,NA,NA,1,43,LC,0
133258,Plerogyra sinuosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,NA,2014,NT,NA,NA,NA,3,35,NT,0.2
133259,Montipora stellata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,0,20,LC,0
133261,Pavona danai,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,NA,2008,VU,A4c,NA,NA,0.5,15,VU,0.4
133262,Porites annae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,NA,2014,NT,NA,NA,NA,0.5,30,NT,0.2
133263,Montastrea serageldini,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,VU,A4c,NA,NA,1,25,VU,0.4
133266,Acropora nobilis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,5,25,LC,0
133267,Astreopora listeri,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,LC,NA,NA,NA,5,20,LC,0
133269,Heliofungia actiniformis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,NA,2008,VU,A4cd,NA,NA,1,25,VU,0.4
133271,Acropora sarmentosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,3,20,LC,0
133272,Pectinia paeonia,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,NA,2014,NT,NA,NA,NA,3,25,NT,0.2
133277,Porites australiensis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,NA,2014,LC,NA,NA,NA,1,20,LC,0
133278,Leptastrea pruinosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2008,LC,NA,NA,NA,0,40,LC,0
133281,Madracis formosa,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Eight-ray Finger Coral,2008,LC,NA,NA,NA,15,30,LC,0
133283,Acropora batunai,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,VU,A4ce,NA,NA,1,44,VU,0.4
133284,Plesiastrea versipora,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,LC,NA,NA,NA,1,40,LC,0
133288,Agaricia grahamae,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Graham's Sheet Coral,2008,LC,NA,NA,NA,20,115,LC,0
133289,Euphyllia paraancora,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,NA,2014,VU,A4cd,NA,NA,3,30,VU,0.4
133290,Favites abdita,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,NA,2014,NT,NA,NA,NA,0,40,NT,0.2
133291,Acropora striata,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,VU,A4ce,NA,NA,10,25,VU,0.4
133292,Astreopora myriophthalma,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,LC,NA,NA,NA,3,20,LC,0
133293,Acropora valida,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,LC,NA,NA,NA,1,15,LC,0
133298,Montipora turgescens,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2008,LC,NA,NA,NA,0,30,LC,0
133302,Astreopora gracilis,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,LC,NA,NA,NA,5,15,LC,0
133303,Acropora lutkeni,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,NA,2014,NT,NA,NA,NA,3,12,NT,0.2
