am_sid,sciname,common_name,kingdom,phylum,class,iucn_sid,taxa
W-Por-165837,Halichondria lutea,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Msc-181364,Venerupis corrugata,corrugated venus,Animalia,Mollusca,Bivalvia,NA,invertebrate
ITS-708795,Loxosoma pectinaricola,NA,Animalia,Kamptozoa,Not assigned,NA,invertebrate
W-Por-134380,Aphrocallistes beatrix,NA,Animalia,Porifera,Hexactinellida,NA,invertebrate
W-Msc-446938,Tectarius grandinatus,hailstorm prickly-winkle,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-93322,Acropora variolosa,NA,Animalia,Cnidaria,Anthozoa,133348,invertebrate
W-Msc-213150,Chelidonura electra,bright chelidonura,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-208626,Aplysia oculifera,ocellated sea hare,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-93695,Tubulipora flexuosa,NA,Animalia,Bryozoa,Gymnolaemata,NA,invertebrate
W-Msc-536725,Phyllidiopsis annae,Anne's phyllidiopsis,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-534011,Melibe australis,Southern melibe,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-534062,Cratena lineata,white-lined cratena,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-94444,Chaetoderma scabrum,NA,Animalia,Mollusca,Aplacophora,NA,invertebrate
W-Msc-224346,Tyrinna evelinae,Eveline's chromodorid,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-95066,Sidnyum turbinatum,NA,Animalia,Chordata,Ascidiacea,NA,other vertebrate
W-Nem-155995,Baseodiscus hemprichii,ribbon worm,Animalia,Nemertea,Anopla,NA,invertebrate
W-Msc-393692,Epimenia australis,NA,Animalia,Mollusca,Aplacophora,NA,invertebrate
W-Sca-140892,Pulsellum affine,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Msc-343697,Vema ewingi,NA,Animalia,Mollusca,Monoplacophora,NA,invertebrate
W-Sca-344489,Calliodentalium balanoides,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
SLB-96037,Paradentalium intercalatum,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344230,Laevidentalium coruscum,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-196375,Antalis dentalis,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344140,Dentalium decemcostatum,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344250,Entalina dorsicostata,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344468,Polyschides gibbosus,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344517,Graptacme semistriata,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344213,Fissidentalium profundorum,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344206,Fissidentalium malayanum,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Bra-235577,Macandrevia americana,NA,Animalia,Brachiopoda,Articulata,NA,invertebrate
W-Bra-235518,Xenobrochus africanus,NA,Animalia,Brachiopoda,Articulata,NA,invertebrate
SLB-97323,Didemnum duplicatum,NA,Animalia,Chordata,Ascidiacea,NA,other vertebrate
SLB-97646,Leptoseris cucullata,sunray lettuce coral,Animalia,Cnidaria,Anthozoa,NA,invertebrate
W-Msc-214545,Gymnodoris inornata,inornate Gymnodoris,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-599288,Favorinus japonicus,Japanese favorinus,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Sca-344317,Dischides prionotus,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344534,Paradentalium pseudosexagonum,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344178,Dentalium robustum,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344299,Cadulus simillimus,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-378858,Gadila simpsoni,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
SLB-97985,Gadila spreta,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
W-Sca-344547,Striodentalium thetidis,NA,Animalia,Mollusca,Scaphopoda,NA,invertebrate
SLB-98173,Iothia coppingeri,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Hol-208945,Actinopyga obesa,plump sea cucumber,Animalia,Echinodermata,Holothuroidea,180338,invertebrate
W-Iso-118636,Munnopsurus giganteus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-215214,Stomatella varia,variable Stomatella,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Bry-111064,Aetea ligulata,NA,Animalia,Bryozoa,Gymnolaemata,NA,invertebrate
SLB-98889,Pagurus alatus,American smooth flounder,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-390567,Cypraea fimbriata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-529737,Bistolida kieneri,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-99034,Gonodactylaceus glabrous,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256662,Natatolana carlenae,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256701,Natatolana sinuosa,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-258009,Pseudidothea miersi,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-262904,Scaphojoeropsis multicarinata,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-426487,Conus encaustus,NA,Animalia,Mollusca,Gastropoda,192512,invertebrate
W-Msc-430446,Conus kimioi,kimio's cone,Animalia,Mollusca,Gastropoda,192426,invertebrate
W-Msc-423927,Mitra papalis,papal mitre,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-590548,Mitra ustulata,scorched mitre,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-417005,Pterygia fenestrata,fenestrate mitre,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-592658,Pseudogaleomma japonica,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-208349,Vexillum lucidum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-381558,Frigidocardium valdentatum,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Bch-440058,Cryptodromia tuberculata,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-440059,Cryptodromia tumida,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Ech-212465,Metalia sternalis,NA,Animalia,Echinodermata,Echinoidea,NA,invertebrate
W-Bch-440114,Takedromia cristatipes,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-217088,Hastula lanceata,lance auger,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-100963,Paralomis birsteini,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-100969,Lithodes santolla,Southern king crab,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-217092,Terenolla pygmaea,pygmy auger,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-101076,Myzostoma attenuatum,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
SLB-101325,Haptosquilla trispinosa,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-101351,Lysiosquilla sulcirostris,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
Chn-21252d4f-8095-42f9-a7e5-67236bb3099d,Cloridina pelamidae,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-101776,Quollastria kapala,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-682550,Neogonodactylus curacaoensis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
Chn-82852781-608a-4506-a2fb-97671317e21d,Carinosquilla carinata,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-101871,Acanthosquilla acanthocarpus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-101873,Leptosquilla schmeltzii,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-102142,Areosquilla indica,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-102202,Meiosquilla swetti,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-102203,Squilla hancocki,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
NZ-4654,Cantellius septimus,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
W-Bra-235453,Liothyrella moseleyi,NA,Animalia,Brachiopoda,Articulata,NA,invertebrate
W-Msc-197120,Cuspidaria concentrica,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-197127,Cyamiocardium crassilabrum,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-103318,Thyasira dearborni,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Hyd-174588,Staurotheca amphorophora,NA,Animalia,Cnidaria,Hydrozoa,NA,invertebrate
W-Hyd-231585,Symplectoscyphus exochus,NA,Animalia,Cnidaria,Hydrozoa,NA,invertebrate
W-Hyd-231606,Symplectoscyphus liouvillei,NA,Animalia,Cnidaria,Hydrozoa,NA,invertebrate
Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,Savignium dentatum,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
SLB-103512,Ibla cumingi,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
W-Msc-426441,Conus capitanellus,NA,Animalia,Mollusca,Gastropoda,192304,invertebrate
W-Msc-531523,Tornatina apicina,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-494458,Elysia maoria,maori elysia,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-494521,Polybranchia pallens,pale polybranchia,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Msc-531605,Dolabrifera brazieri,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-531613,Pleurobranchus hilli,Hill's pleurobranchus,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-527532,Paliolla cooki,cook's Paliolla,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-533904,Chromodoris alternata,alternate Chromodoris,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420389,Pleurotomella ipara,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-433302,Clavus unizonalis,one-zoned turris,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-433320,Cochlespira elongata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-433195,Carinodrillia braziliensis,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-434300,Lorabela pelseneri,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-434903,Spirotropis stirophora,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420315,Spirotropis lithocolleta,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-533917,Chromodoris thompsoni,Thompson's Chromodoris,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-533979,Jorunna pantherina,panther Jorunna,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-533990,Rostanga calumus,red Rostanga,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-533999,Trippa albata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-111007,Phyllodoce erythrophylla,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-129927,Chrysopetalum debile,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-327986,Exogone naidinoides,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
SLB-111191,Exogone occidentalis,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-195950,Erinaceusyllis belizensis,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-333721,Kinbergonuphis virgata,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-334031,Mooreonuphis dangrigae,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-129981,Timarete filigera,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Msc-456656,Nacella deaurata,front topped limpet,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-215827,Tapes sulcarius,furrowed venus,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Pol-328373,Heteromastus similis,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Msc-216524,Pinguitellina pinguis,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-112411,Myadora quadrata,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-112437,Octolasmis weberi,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
SLB-156498,Solidobalanus maldivensis,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
W-Msc-393958,Annachlamys iredalei,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-188768,Pristipagia radians,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-511644,Pyrene obtusa,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-113150,Agononida procera,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Pol-130376,Leonnates decipiens,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
SLB-113180,Neanthes caudata,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-334111,Neanthes unifasciata,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-334446,Perinereis obfuscata,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-209801,Perinereis suluana,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Msc-420855,Angulus agilis,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-420864,Arcopagia fausta,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-420901,Tellinella listeri,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Pol-326639,Armandia lanceolata,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
SLB-158430,Laevichlamys lemniscata,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-113972,Anodontia ovum,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-114003,Paguristes versus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-444102,Pilodius pilumnoides,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-467983,Entemnotrochus rumphii,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-413406,Guildfordia yoka,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-114692,Cerithium kobelti,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-114720,Nerita exuvia,snake's skin nerite,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-393738,Mimachlamys lentiginosa,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Cum-182286,Eudorella fallax,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Cum-231732,Leucon intermedius,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Cum-182377,Campylaspis antarctica,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Cum-182400,Campylaspis frigida,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-117062,Xenophora pallidula,pallid carrier-shell,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-558798,Chicoreus capucinus,mangrove murex,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-564259,Murex troscheli,Troschel's murex,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-404859,Murex tenuirostrum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-407988,Favartia rosamiae,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-117282,Cantharus pulcher,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-211262,Clanculus margaritarius,beautiful Clanculus,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-117548,Cycloseris costulata,NA,Animalia,Cnidaria,Anthozoa,NA,invertebrate
W-Msc-385815,Leptochiton medinae,small pale sea cradle,Animalia,Mollusca,Polyplacophora,NA,invertebrate
SLB-118055,Morula nodulifera,nodulated rock shell,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-118078,Nassarius spiratus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-118397,Alvinocaris lusca,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-118428,Bamarooka endota,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-118752,Cycloseris tenuis,stone coral,Animalia,Cnidaria,Anthozoa,NA,invertebrate
SLB-118843,Engina incarnata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-215400,Semipallium fulvicostatum,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-119015,Porites murrayensis,NA,Animalia,Cnidaria,Anthozoa,133105,invertebrate
SLB-138476,Euptilota articulata,NA,Plantae,Rhodophyta,Florideophyceae,NA,plant
SLB-146208,Leveillea jungermannioides,NA,Plantae,Rhodophyta,Florideophyceae,NA,plant
SLB-131701,Phyllodictyon anastomosans,NA,Chromista,Sagenista,Bicosoecophyceae,NA,bact/chrom/proto
SLB-133065,Wurdemannia miniata,NA,Plantae,Rhodophyta,Florideophyceae,NA,plant
SLB-144843,Peyssonnelia rubra,crustose red alga,Plantae,Rhodophyta,Florideophyceae,NA,plant
SLB-131831,Dictyopteris jamaicensis,Ribbed sea saphir,Chromista,Ochrophyta,Phaeophyceae,NA,bact/chrom/proto
SLB-154722,Codium decorticatum,NA,Plantae,Chlorophyta,Bryopsidophyceae,NA,plant
SLB-154557,Wrangelia argus,NA,Plantae,Rhodophyta,Florideophyceae,NA,plant
SLB-152779,Hydropuntia edulis,Dichotomously branched gracilaria,Plantae,Rhodophyta,Florideophyceae,NA,plant
SLB-131708,Ernodesmis verticillata,NA,Plantae,Chlorophyta,Ulvophyceae,NA,plant
SLB-154817,Alpheus hebes,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-154942,Leptalpheus denticulatus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Por-169870,Penares schulzei,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Bch-210272,Micippa platipes,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-155216,Pontocaris major,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-558822,Chicoreus strigatus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Por-170360,Chondrilla australiensis,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Por-170419,Cervicornia cuspidifera,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
SLB-155757,Paragiopagurus bicarinatus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Por-167454,Zyzzya fuliginosa,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Por-167774,Clathria reinwardti,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
SLB-156197,Calantica kampeni,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
SLB-156226,Trianguloscalpellum rubrum,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
W-Por-167813,Echinochalina intermedia,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
SLB-156484,Chirona tenuis,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
SLB-156529,Conopea granulata,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
SLB-156530,Conopea navicula,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
SLB-156590,Cantellius secundus,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
W-Por-169478,Myxilla mollis,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Msc-413610,Ensis macha,razor clam,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Ase-370923,Leiaster speciosus,velvety sea star,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Msc-393107,Laevichlamys cuneata,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-157894,Paguristes puniceus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-157941,Upogebia darwinii,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-157950,Xylocheles miersi,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
Chn-718abbd7-9991-4548-92ea-32318d7e3ae0,Cervimunida princeps,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-157984,Munida gilii,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-157987,Munida kuboi,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-158007,Munidopsis andamanica,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
Chn-f0468771-49d3-4d4b-a479-b094f979105b,Lissoporcellana streptochiroides,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-158069,Petrolisthes kranjiensis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-217086,Hastula strigilata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
Chn-7ac3e7f2-391a-4345-9f5b-7df40d8e9913,Porcellanella triloba,painted porcelain crab,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-158552,Odontodactylus latirostris,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Por-409307,Phakettia euctimena,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Por-166000,Higginsia massalis,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Bch-238389,Myra grandis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-166058,Sinezona plicata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532063,Pisulina adamsiana,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-166132,Cerithium pacificum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-125715,Plesionika semilaevis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-560158,Nassarius callospira,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-217066,Prodotia iostoma,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-511533,Mitrella mindorensis,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Ase-213178,Stellaster childreni,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Ase-212308,Ophidiaster duncani,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Ase-212303,Ophidiaster hemprichi,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Ase-369085,Echinaster stereosomus,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
SLB-170018,Toxometra paupera,NA,Animalia,Echinodermata,Crinoidea,NA,invertebrate
W-Oph-243395,Ophiacantha pentagona,NA,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
W-Oph-243972,Ophioplinthaca pulchra,NA,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
W-Oph-213194,Macrophiothrix robillardi,NA,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
W-Oph-243727,Ophiomastix flaccida,NA,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
W-Ech-513224,Diadema paucispinum,NA,Animalia,Echinodermata,Echinoidea,NA,invertebrate
W-Ech-513153,Brissopsis similis,NA,Animalia,Echinodermata,Echinoidea,NA,invertebrate
W-Hol-210898,Holothuria verrucosa,NA,Animalia,Echinodermata,Holothuroidea,180231,invertebrate
W-Hol-529641,Pseudostichopus peripatus,NA,Animalia,Echinodermata,Holothuroidea,NA,invertebrate
W-Hol-210965,Cladolabes aciculus,NA,Animalia,Echinodermata,Holothuroidea,NA,invertebrate
SLB-170315,Nupalirus vericeli,Polynesian furrow lobster,Animalia,Arthropoda,Malacostraca,185025,invertebrate
W-Bry-146857,Trematooecia turrita,NA,Animalia,Bryozoa,Gymnolaemata,NA,invertebrate
SLB-172370,Ctenantedon kinziei,NA,Animalia,Echinodermata,Crinoidea,NA,invertebrate
W-Hol-529517,Isostichopus macroparentheses,NA,Animalia,Echinodermata,Holothuroidea,180313,invertebrate
W-Bch-107355,Pisa hirticornis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-545960,Lithophaga laevigata,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-215406,Juxtamusium maldivense,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-716728,Pupa alveola,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-173556,Stereomastis auriculata,NA,Animalia,Arthropoda,Malacostraca,185064,invertebrate
URM-Cn-6278,Isaurus tuberculatus,snake polyps,Animalia,Cnidaria,Anthozoa,NA,invertebrate
W-Oph-124919,Ophiura grubei,NA,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
SLB-174475,Bathymunida polae,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-174476,Bathymunida sibogae,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-174486,Enriquea leviantennata,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-174495,Galathea anepipoda,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-174669,Colossendeis belekurovi,NA,Animalia,Arthropoda,Pycnogonida,NA,invertebrate
W-Bry-471096,Cornucopina moluccensis,NA,Animalia,Bryozoa,Gymnolaemata,NA,invertebrate
SLB-176476,Paradexamine pacifica,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-176485,Epimeria grandirostris,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-176525,Eulimastoma canaliculatum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-413447,Bayerotrochus midas,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419779,Echinophoria coronadoi,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-197530,Waldo parasiticus,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-419466,Homalopoma linnei,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-408045,Pazinotus stimpsonii,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419377,Anatoma proxima,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532668,Costoanachis sertulariarum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-382725,Lyria beauii,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-177103,Polygona infundibulum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420051,Triplofusus giganteus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-473982,Prunum rubens,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-197105,Chlanidota densesculpta,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-177407,Cymatium krebsii,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-405264,Siratus cailleti,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-197325,Onoba georgiana,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-177523,Boreoscala magellanicum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
