speciesid,speccode,genus,species,fbname,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version,expert_id
Fis-131855,27757,Amblyraja,jenseni,Shorttail skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161491,LC,2015-2,NA
Fis-63232,27772,Breviraja,spinosa,Spinose skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161708,DD,2015-2,NA
Fis-63250,27774,Gurgesiella,atlantica,Atlantic pygmy skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,63161,DD,2015-2,NA
Fis-63251,27775,Urotrygon,microphthalmum,Smalleyed round stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,44598,LC,2015-2,NA
Fis-63252,27776,Diplobatis,pictus,Painted electric ray,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,61404,VU,2015-2,NA
Fis-63656,27974,Trachonurus,robinsi,NA,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,180120,LC,2015-2,NA
Fis-64153,28143,Peprilus,paru,American harvestfish,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae,154624,LC,2015-2,NA
Fis-64567,28225,Monomitopus,agassizii,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,154865,LC,2015-2,NA
Fis-64696,28244,Ogcocephalus,pumilus,Dwarf batfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,155325,LC,2015-2,NA
Fis-116314,46087,Carapus,dubius,Pacific pearlfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,184039,DD,2015-2,7
Fis-112248,46107,Bryx,veleronis,NA,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,154617,DD,2015-2,NA
Fis-112471,46204,Solegnathus,robustus,Robust pipehorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,20317,DD,2015-2,NA
Fis-112788,46324,Hippocampus,abdominalis,Big-belly seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,10057,DD,2015-2,10
Fis-112801,46334,Gobius,bucchichi,Bucchich's goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,194873,LC,2015-2,NA
Fis-139731,46339,Salaria,basilisca,NA,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,194856,LC,2015-2,NA
Fis-112810,46340,Parablennius,rouxi,NA,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,194855,LC,2015-2,25
Fis-112814,46343,Echiodon,dentatus,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,194846,LC,2015-2,NA
Fis-112891,46367,Minous,dempsterae,Obliquebanded stingfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,155000,LC,2015-2,NA
Fis-150577,46402,Hetereleotris,vulgaris,NA,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,154709,LC,2015-2,NA
Fis-113153,46467,Ogilbia,ventralis,Gulf brotula,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,183251,LC,2015-2,NA
Fis-113158,46470,Arcos,erythrops,Rockwall clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,183504,LC,2015-2,NA
Fis-113162,46471,Arcos,rhodospilus,Rock clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,183418,LC,2015-2,NA
Fis-113165,46473,Gobiesox,adustus,Panamic clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,183250,LC,2015-2,NA
Fis-136332,46481,Tomicodon,petersii,Peter's clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,183599,LC,2015-2,NA
Fis-162401,46538,Pseudogramma,thaumasia,Pacific reef bass,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,184043,LC,2015-2,25
Fis-150017,46539,Enneanectes,carminalis,Carmine triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,183679,LC,2015-2,NA
Fis-113313,46547,Axoclinus,lucillae,Panama triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,184009,LC,2015-2,NA
Fis-113326,46550,Axoclinus,nigricaudus,Cortez triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,183273,LC,2015-2,NA
Fis-113413,46591,Eucinostomus,dowii,Dow's mojarra,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae,183211,LC,2015-2,NA
Fis-113426,46598,Apogon,retrosella,Barspot cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,183419,LC,2015-2,NA
Fis-113429,46600,Apogon,atricaudus,Plain cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,183329,LC,2015-2,NA
Fis-113438,46606,Crocodilichthys,gracilis,Lizard triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,155327,LC,2015-2,NA
Fis-113441,46611,Enneanectes,reticulatus,Network triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,183408,LC,2015-2,NA
Fis-113453,46617,Lepidonectes,clarkhubbsi,Signal triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,183280,LC,2015-2,NA
Fis-113462,46622,Dactyloscopus,pectoralis,Whitesaddle stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,183521,LC,2015-2,NA
Fis-113467,46626,Gillellus,arenicola,Sandy stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,183845,LC,2015-2,NA
Fis-113480,46634,Gillellus,searcheri,Searcher stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,183838,LC,2015-2,NA
Fis-113495,46649,Gillellus,semicinctus,Half-banded stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,184012,LC,2015-2,NA
Fis-113497,46651,Heteristius,cinctus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,183396,LC,2015-2,NA
Fis-113505,46659,Exerpes,asper,Sargassum blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,183764,LC,2015-2,NA
Fis-113513,46665,Malacoctenus,ebisui,Fishgod blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,183420,LC,2015-2,NA
Fis-113545,46689,Paraclinus,sini,Flapscale blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,183701,LC,2015-2,NA
Fis-113548,46693,Starksia,fulva,Yellow blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,183804,LC,2015-2,NA
Fis-113550,46695,Starksia,galapagensis,Galapagos blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,183853,VU,2015-2,NA
Fis-113553,46699,Starksia,spinipenis,Phallic blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,183730,LC,2015-2,NA
Fis-113558,46702,Xenomedea,rhodopyga,Redrump blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,183727,LC,2015-2,NA
Fis-113559,46703,Acanthemblemaria,balanorum,Clubhead blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183400,LC,2015-2,NA
Fis-113560,46704,Acanthemblemaria,crockeri,Browncheek blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183505,LC,2015-2,NA
Fis-113577,46709,Acanthemblemaria,exilispinus,Bluntspine blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183629,LC,2015-2,NA
Fis-113583,46714,Acanthemblemaria,hancocki,Hancock's blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183841,LC,2015-2,NA
Fis-113588,46717,Acanthemblemaria,macrospilus,Barnacle blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183219,LC,2015-2,NA
Fis-113601,46727,Chaenopsis,deltarrhis,Delta pikeblenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183500,DD,2015-2,NA
Fis-132391,46728,Coralliozetus,angelicus,Angel blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183303,LC,2015-2,24
Fis-113607,46729,Coralliozetus,micropes,Scarletfin blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183952,LC,2015-2,NA
Fis-113613,46733,Coralliozetus,rosenblatti,Spikefin blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183851,LC,2015-2,NA
Fis-113620,46735,Coralliozetus,springeri,NA,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183319,LC,2015-2,NA
Fis-113633,46741,Malacoctenus,hubbsi,Redside blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,183655,LC,2015-2,NA
Fis-113645,46744,Ekemblemaria,myersi,Reefsand blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183605,LC,2015-2,NA
Fis-113667,46774,Emblemaria,hypacanthus,Gulf signal blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183699,LC,2015-2,NA
Fis-113671,46778,Emblemaria,piratica,Sailfin signal blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183628,LC,2015-2,NA
Fis-113680,46788,Stathmonotus,sinuscalifornici,California worm blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,154713,LC,2015-2,7
Fis-113684,46791,Entomacrodus,chiostictus,Rock blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,183886,LC,2015-2,7
Fis-138579,46802,Ammodytoides,gilli,Gill's sand lance,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,178060,LC,2015-2,NA
Fis-113707,46803,Aruma,histrio,Slow goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183345,LC,2015-2,NA
Fis-113731,46818,Dotalabrus,alleni,Little rainbow wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,154841,LC,2015-2,NA
Fis-113732,46819,Barbulifer,pantherinus,Panther goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,184011,DD,2015-2,NA
Fis-113737,46823,Notolabrus,parilus,Brownspotted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187535,LC,2015-2,NA
Fis-113745,46827,Chriolepis,zebra,Gecko goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183492,LC,2015-2,NA
Fis-113782,46837,Microgobius,miraflorensis,Miraflores goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,184036,LC,2015-2,NA
Fis-113783,46838,Notolabrus,gymnogenis,Crimsonband wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187633,LC,2015-2,NA
Fis-113787,46839,Microgobius,tabogensis,Taboga goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,155051,LC,2015-2,NA
Fis-113814,46844,Parrella,maxillaris,Doublestripe goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,184013,LC,2015-2,NA
Fis-113822,46847,Microgobius,emblematicus,Emblem goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183285,LC,2015-2,NA
Fis-113825,46849,Lythrypnus,rhizophora,Spotcheek goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183417,DD,2015-2,NA
Fis-113829,46850,Notolabrus,celidotus,Spotty,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187662,LC,2015-2,NA
Fis-113838,46859,Lythrypnus,pulchellus,Gorgeous goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183335,LC,2015-2,NA
Fis-113852,46866,Gobiosoma,chiquita,Sonora goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183454,LC,2015-2,NA
Fis-113864,46873,Notolabrus,cinctus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187566,LC,2015-2,NA
Fis-113878,46878,Gobulus,hancocki,Sandtop goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183916,LC,2015-2,NA
Fis-113900,46888,Microgobius,erectus,Erect goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,155278,LC,2015-2,NA
Fis-113904,46891,Microgobius,brevispinis,Balboa goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183218,LC,2015-2,NA
Fis-132433,46892,Gymneleotris,seminuda,Splitbanded goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183668,LC,2015-2,NA
Fis-113908,46894,Elacatinus,puncticulatus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183517,LC,2015-2,NA
Fis-113926,46905,Ctenogobius,manglicola,NA,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183871,LC,2015-2,NA
Fis-113951,46908,Microgobius,cyclolepis,Roundscale goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183459,LC,2015-2,NA
Fis-113956,46913,Microgobius,curtus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183975,LC,2015-2,NA
Fis-113987,46929,Tomicodon,boehlkei,Cortez clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,183446,LC,2015-2,NA
Fis-114122,46965,Pseudolabrus,miles,Scarlet wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187481,LC,2015-2,NA
Fis-114156,46975,Pictilabrus,laticlavius,Patrician wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187519,LC,2015-2,NA
Fis-114176,46982,Pictilabrus,viridis,False senator wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187630,LC,2015-2,NA
Fis-114240,47036,Austrolabrus,maculatus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187491,LC,2015-2,NA
Fis-114615,47177,Ariosoma,selenops,NA,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,155266,LC,2015-2,NA
Fis-133385,47396,Protemblemaria,bicirrus,Warthead blenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183479,LC,2015-2,NA
Fis-115472,47414,Arhynchobatis,asperrimus,Longtail skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,161577,DD,2015-2,NA
Fis-115474,47416,Bathyraja,shuntovi,Longnose deep-sea skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,161382,DD,2015-2,NA
Fis-115735,47552,Breviraja,colesi,Lightnose skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161527,DD,2015-2,NA
Fis-131789,47555,Fenestraja,cubensis,Cuban pygmy skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161693,DD,2015-2,NA
Fis-115739,47558,Cruriraja,poeyi,Cuban leg skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161711,DD,2015-2,NA
Fis-115751,47560,Chimaera,cubana,Chimaera,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,60183,DD,2015-2,NA
Fis-115966,47679,Cruriraja,atlantis,Cuban legskate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161712,DD,2015-2,NA
Fis-115989,47696,Polyipnus,clarus,Slope hatchetfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,154726,LC,2015-2,NA
Fis-164090,48175,Emblemariopsis,signifer,NA,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,154775,LC,2015-2,NA
Fis-116962,48216,Lycodes,concolor,Ebony eelpout,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,155161,LC,2015-2,NA
Fis-116994,48236,Coregonus,maraena,Maraena whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,135672,VU,2015-2,NA
Fis-117220,48335,Johnsonina,eriomma,NA,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Triacanthodidae,154634,LC,2015-2,NA
Fis-166721,48613,Microlipophrys,dalmatinus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,194853,DD,2015-2,NA
Fis-118267,48857,Eptatretus,carlhubbsi,Giant hagfish,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,196018,LC,2015-2,NA
Fis-159528,48983,Coelorinchus,mycterismus,Upturned snout rattail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,154962,LC,2015-2,NA
Fis-120127,49093,Parmaturus,macmillani,McMillan's cat shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,41845,DD,2015-2,NA
Fis-120202,49109,Cephaloscyllium,umbratile,Blotchy swell shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161724,DD,2015-2,NA
Fis-121492,49409,Choerodon,azurio,Azurio tuskfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,61335,DD,2015-2,NA
Fis-122901,50015,Aphos,porosus,Banded toadfish,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,183734,LC,2015-2,NA
Fis-123139,50096,Serranus,huascarii,Flag serrano,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,183616,LC,2015-2,NA
Fis-123142,50098,Synchiropus,atrilabiatus,Antler dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,183229,LC,2015-2,NA
Fis-123600,50321,Ophidion,imitator,Mimic cusk-eel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,183402,LC,2015-2,NA
Fis-124208,50708,Ophichthus,remiger,Punctuated snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,183666,LC,2015-2,NA
Fis-124366,50772,Mustelus,minicanis,NA,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,60205,DD,2015-2,NA
Fis-124368,50773,Mustelus,sinusmexicanus,Gulf smoothhound,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,60206,DD,2015-2,NA
Fis-124599,50846,Gouania,willdenowi,Blunt-snouted clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,194960,DD,2015-2,NA
Fis-132558,50857,Rioraja,agassizii,Rio skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,63109,VU,2015-2,NA
Fis-131848,50858,Dipturus,trachyderma,Ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,63116,VU,2015-2,7
Fis-125142,51178,Bathyraja,albomaculata,White-dotted skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,63102,VU,2015-2,11
Fis-125150,51184,Bathyraja,brachyurops,Broadnose skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,63111,LC,2015-2,NA
Fis-125159,51190,Bathyraja,magellanica,Magellan skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,63143,DD,2015-2,NA
Fis-125627,51434,Dactylagnus,mundus,Giant sand stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,183638,LC,2015-2,NA
Fis-125633,51441,Platygillellus,rubellulus,Shortfin sand stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,183794,VU,2015-2,NA
Fis-153533,51565,Helcogramma,inclinata,Triangle triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,154834,LC,2015-2,NA
Fis-125905,51617,Galeus,springeri,Springer's sawtail cat shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161498,DD,2015-2,NA
Fis-126019,51659,Labrus,viridis,NA,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187654,VU,2015-2,NA
Fis-126141,51738,Choerodon,zosterophorus,Zoster wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187499,LC,2015-2,NA
Fis-131788,51799,Fenestraja,plutonia,Pluto skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161642,DD,2015-2,NA
Fis-131791,51804,Fenestraja,ishiyamai,Plain pygmy skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161359,DD,2015-2,NA
Fis-126296,51848,Anacanthobatis,folirostris,Leaf-nose leg skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,161681,DD,2015-2,24
Fis-126299,51851,Anacanthobatis,longirostris,Longnose leg skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,161494,DD,2015-2,NA
Fis-126306,51854,Cruriraja,rugosa,Rough leg skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161682,DD,2015-2,NA
Fis-126732,52182,Coryphaenoides,dubius,NA,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,180116,DD,2015-2,NA
Fis-126978,52304,Paracentropogon,vespa,Wasp roguefish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae,155219,LC,2015-2,NA
Fis-127128,52416,Favonigobius,exquisitus,Exquisite sand-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,154917,LC,2015-2,NA
Fis-127137,52421,Echiodon,exsilium,Nocturnal pearlfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,183707,LC,2015-2,NA
Fis-127143,52426,Nesogobius,hinsbyi,Tasmanian orange-spotted sand-goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,155272,LC,2015-2,25
Fis-127187,52456,Kestratherina,brevirostris,Short-snout hardyhead,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,154744,LC,2015-2,NA
Fis-127204,52463,Bodianus,frenchii,Foxfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187506,NT,2015-2,NA
Fis-127206,52464,Pteragogus,enneacanthus,Cockerel wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187604,LC,2015-2,7
Fis-127222,52472,Bathyraja,scaphiops,Cuphead skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,63145,NT,2015-2,NA
Fis-127225,52474,Bathyraja,macloviana,Patagonian skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,63117,NT,2015-2,NA
Fis-127931,52778,Neoharriotta,carri,NA,Animalia,Chordata,Holocephali,Chimaeriformes,Rhinochimaeridae,60141,DD,2015-2,NA
Fis-127944,52796,Rhinochimaera,africana,Paddlenose chimaera,Animalia,Chordata,Holocephali,Chimaeriformes,Rhinochimaeridae,60144,DD,2015-2,NA
Fis-132643,52821,Xestochilus,nebulosus,Nebulous snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,154766,LC,2015-2,NA
Fis-128051,52844,Coris,cuvieri,NA,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187640,LC,2015-2,NA
Fis-130298,53709,Bollmannia,stigmatura,Tailspot goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,154840,DD,2015-2,NA
Fis-130311,53712,Bollmannia,marginalis,Apostrophe goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183451,DD,2015-2,NA
Fis-130313,53713,Bollmannia,ocellata,Pennant goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183672,DD,2015-2,NA
Fis-130321,53715,Bollmannia,umbrosa,Dusky goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183816,DD,2015-2,NA
Fis-130608,53788,Hippocampus,algiricus,West African seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,41007,VU,2015-2,NA
Fis-130613,53789,Hippocampus,barbouri,Barbour's seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,40802,VU,2015-2,NA
Fis-130617,53790,Hippocampus,bargibanti,Pygmy seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,10060,DD,2015-2,NA
Fis-130620,53792,Hippocampus,comes,Tiger tail seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,41008,VU,2015-2,7
Fis-130667,53803,Hippocampus,fisheri,Fisher's seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,41009,DD,2015-2,NA
Fis-130734,53815,Hippocampus,kelloggi,Great seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,41010,VU,2015-2,NA
Fis-130735,53816,Halichoeres,bicolor,Pearly-spotted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187598,LC,2015-2,NA
Fis-130876,53849,Ophichthus,altipennis,Highfin snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,155329,LC,2015-2,NA
Fis-131073,53911,Hippocampus,mohnikei,Japanese seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,41005,DD,2015-2,NA
Fis-131127,53922,Centrophorus,atromarginatus,Dwarf gulper shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,161384,DD,2015-2,NA
Fis-131150,53932,Squatina,guggenheim,Angular angel shark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,39330,EN,2015-2,11
Fis-131162,53936,Etmopterus,robinsi,NA,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,60243,LC,2015-2,NA
Fis-131312,53974,Ophichthus,longipenis,Slender snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,183385,LC,2015-2,NA
Fis-131407,54004,Atelomycterus,fasciatus,Banded sand catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,41728,LC,2015-2,NA
Fis-131432,54009,Galeus,antillensis,NA,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161732,DD,2015-2,NA
Fis-131447,54017,Etmopterus,baxteri,New Zealand lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,41803,LC,2015-2,NA
Fis-131458,54021,Bathyraja,maculata,White-blotched skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,161350,LC,2015-2,NA
Fis-131461,54023,Bathyraja,multispinis,Multispine skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,63144,NT,2015-2,7
Fis-131498,54031,Sympterygia,bonapartii,Smallnose fanskate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,44597,DD,2015-2,NA
Fis-131502,54032,Sympterygia,acuta,Bignose fanskate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,44642,VU,2015-2,NA
Fis-132519,54036,Dipturus,kwangtungensis,Kwangtung skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161400,DD,2015-2,NA
Fis-156241,54038,Bathyraja,taranetzi,Mud skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,161600,LC,2015-2,NA
Fis-131571,54051,Myxine,fernholmi,NA,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,196054,LC,2015-2,NA
Fis-131626,54070,Eptatretus,multidens,NA,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,196036,LC,2015-2,NA
Fis-131759,54085,Psammobatis,scobina,Raspthorn sand skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,63140,DD,2015-2,NA
Fis-131766,54086,Breviraja,nigriventralis,Blackbelly skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161422,DD,2015-2,NA
Fis-131767,54087,Breviraja,claramaculata,Brightspot skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161416,DD,2015-2,NA
