iucn_sid,sciname,category,dbf_file,map_id,api_pop
133685,Stylophora pistillata,NT,CORALS_PART_2.dbf,NA,NA
133686,Leptoseris cailleti,LC,CORALS_PART_1.dbf,NA,NA
133687,Echinopora forskaliana,NT,CORALS_PART_2.dbf,NA,NA
133688,Acropora elegans,VU,CORALS_PART_1.dbf,NA,NA
133689,Anacropora reticulata,VU,CORALS_PART_1.dbf,NA,NA
133690,Cyphastrea japonica,LC,CORALS_PART_2.dbf,NA,NA
133691,Pocillopora effusus,DD,CORALS_PART_2.dbf,NA,NA
133692,Parasimplastrea sheppardi,EN,CORALS_PART_2.dbf,NA,NA
133693,Sandalolitha robusta,LC,CORALS_PART_2.dbf,NA,NA
133694,Pectinia ayleni,NT,CORALS_PART_2.dbf,NA,NA
133695,Caulastrea curvata,VU,CORALS_PART_2.dbf,NA,NA
133696,Montipora altasepta,VU,CORALS_PART_1.dbf,NA,NA
133697,Turbinaria reniformis,VU,CORALS_PART_2.dbf,NA,NA
133698,Acropora nana,NT,CORALS_PART_1.dbf,NA,NA
133699,Acropora filiformis,DD,CORALS_PART_1.dbf,NA,NA
133700,Montipora hoffmeisteri,LC,CORALS_PART_1.dbf,NA,NA
133701,Ctenella chagius,EN,CORALS_PART_2.dbf,NA,NA
133702,Pavona duerdeni,LC,CORALS_PART_1.dbf,NA,NA
136623,Balaenoptera omurai,DD,MARINE_MAMMALS.dbf,NA,NA
153534,Posidonia oceanica,LC,SEAGRASSES.dbf,NA,NA
153535,Cymodocea nodosa,LC,SEAGRASSES.dbf,NA,NA
153538,Zostera marina,LC,SEAGRASSES.dbf,NA,NA
154623,Cheilinus trilobatus,LC,WRASSE.dbf,NA,NA
154630,Canthigaster inframacula,LC,PUFFERFISH.dbf,NA,NA
154643,Parenchelyurus hepburni,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154667,Spicara axillaris,LC,SEABREAMS_PORGIES.dbf,NA,NA
154676,Scarus prasiognathos,LC,WRASSE.dbf,NA,NA
154677,Scarus festivus,LC,WRASSE.dbf,NA,NA
154680,Dentex barnardi,LC,SEABREAMS_PORGIES.dbf,NA,NA
154684,Stegastes fuscus,LC,DAMSELFISH.dbf,NA,NA
154697,Xyrichtys martinicensis,LC,WRASSE.dbf,NA,NA
154700,Enneapterygius namarrgon,EN,COMBTOOTHBLENNIES.dbf,NA,NA
154701,Pseudolabrus luculentus,LC,WRASSE.dbf,NA,NA
154706,Scarus dubius,LC,WRASSE.dbf,NA,NA
154708,Diplodus cervinus,LC,SEABREAMS_PORGIES.dbf,NA,NA
154713,Stathmonotus sinuscalifornici,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154718,Parma victoriae,LC,DAMSELFISH.dbf,NA,NA
154719,Paracheilinus togeanensis,LC,WRASSE.dbf,NA,NA
154720,Suezichthys bifurcatus,DD,WRASSE.dbf,NA,NA
154732,Stegastes gascoynei,LC,DAMSELFISH.dbf,NA,NA
154734,Pagrus auratus,LC,SEABREAMS_PORGIES.dbf,NA,NA
154753,Hypleurochilus bananensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154760,Chromis alpha,LC,DAMSELFISH.dbf,NA,NA
154763,Axoclinus multicinctus,VU,COMBTOOTHBLENNIES.dbf,NA,NA
154775,Emblemariopsis signifer,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154780,Siphonognathus beddomei,LC,WRASSE.dbf,NA,NA
154788,Hemitaurichthys thompsoni,LC,BUTTERFLYFISH.dbf,NA,NA
154796,Chaenopsis coheni,DD,COMBTOOTHBLENNIES.dbf,NA,NA
154797,Eptatretus mendozai,LC,HAGFISH.dbf,NA,NA
154809,Apolemichthys kingi,LC,ANGELFISH.dbf,NA,NA
154811,Starksia leucovitta,DD,COMBTOOTHBLENNIES.dbf,NA,NA
154812,Amphiprion sandaracinos,LC,DAMSELFISH.dbf,NA,NA
154817,Malacoctenus zonogaster,VU,COMBTOOTHBLENNIES.dbf,NA,NA
154818,Acanthurus gahhm,LC,SURGEONFISH_TANGS_UNICORNFISH.dbf,NA,NA
154825,Eptatretus cirrhatus,LC,HAGFISH.dbf,NA,NA
154829,Parablennius yatabei,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154831,Chromis punctipinnis,LC,DAMSELFISH.dbf,NA,NA
154834,Helcogramma inclinata,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154837,Nemaclinus atelestos,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154841,Dotalabrus alleni,LC,WRASSE.dbf,NA,NA
154849,Helcogramma springeri,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154868,Cirrhilabrus rhomboidalis,DD,WRASSE.dbf,NA,NA
154878,Pomacentrus smithi,LC,DAMSELFISH.dbf,NA,NA
154888,Pomacentrus wardi,LC,DAMSELFISH.dbf,NA,NA
154891,Cirrhilabrus lineatus,LC,WRASSE.dbf,NA,NA
154904,Halichoeres ornatissimus,LC,WRASSE.dbf,NA,NA
154915,Teixeirichthys jordani,LC,DAMSELFISH.dbf,NA,NA
154920,Chrysiptera flavipinnis,LC,DAMSELFISH.dbf,NA,NA
154926,Xenopoclinus leprosus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154927,Entomacrodus macrospilus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154943,Heteroclinus whiteleggii,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154946,Scomberomorus queenslandicus,LC,TUNAS_BILLFISHES.dbf,NA,NA
154947,Ecsenius trilineatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154954,Thalassoma lucasanum,LC,WRASSE.dbf,NA,NA
154957,Hypsoblennius striatus,NT,COMBTOOTHBLENNIES.dbf,NA,NA
154958,Heteroclinus roseus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154960,Scarus oviceps,LC,WRASSE.dbf,NA,NA
154971,Scarus viridifucatus,LC,WRASSE.dbf,NA,NA
154972,Parablennius zvonimiri,LC,COMBTOOTHBLENNIES.dbf,NA,NA
154986,Paraclinus magdalenae,EN,COMBTOOTHBLENNIES.dbf,NA,NA
155006,Coris caudimacula,LC,WRASSE.dbf,NA,NA
155013,Parablennius parvicornis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155017,Labroides phthirophagus,LC,WRASSE.dbf,NA,NA
155019,Calliclinus nudiventris,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155029,Salarias ceramensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155032,Cirrhilabrus rubripinnis,LC,WRASSE.dbf,NA,NA
155034,Crossosalarias macrospilus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155059,Gillellus healae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155061,Pomacentrus callainus,LC,DAMSELFISH.dbf,NA,NA
155076,Halichoeres notospilus,LC,WRASSE.dbf,NA,NA
155079,Torquigener tuberculiferus,LC,PUFFERFISH.dbf,NA,NA
155083,Centropyge acanthops,LC,ANGELFISH.dbf,NA,NA
155086,Omobranchus fasciolatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155096,Sarda sarda,LC,TUNAS_BILLFISHES.dbf,NA,NA
155098,Chromis flavicauda,DD,DAMSELFISH.dbf,NA,NA
155099,Omobranchus anolius,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155103,Dactyloscopus zelotes,DD,COMBTOOTHBLENNIES.dbf,NA,NA
155108,Omobranchus rotundiceps,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155109,Praealticus dayi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155120,Naso vlamingii,LC,SURGEONFISH_TANGS_UNICORNFISH.dbf,NA,NA
155121,Paraclinus integripinnis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155140,Paramyxine wayuu,DD,HAGFISH.dbf,NA,NA
155146,Anampses melanurus,LC,WRASSE.dbf,NA,NA
155156,Lepidonectes corallicola,VU,COMBTOOTHBLENNIES.dbf,NA,NA
155167,Malacoctenus macropus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155174,Neoclinus uninotatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155180,Calamus cervigoni,LC,SEABREAMS_PORGIES.dbf,NA,NA
155186,Cirripectes filamentosus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155193,Coradion melanopus,LC,BUTTERFLYFISH.dbf,NA,NA
155194,Cirripectes alleni,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155220,Chaetodon sedentarius,LC,BUTTERFLYFISH.dbf,NA,NA
155237,Enneapterygius abeli,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155248,Starksia guttata,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155250,Dentex congoensis,LC,SEABREAMS_PORGIES.dbf,NA,NA
155252,Pseudojuloides kaleidos,LC,WRASSE.dbf,NA,NA
155255,Neopomacentrus bankieri,LC,DAMSELFISH.dbf,NA,NA
155263,Paraclinus rubicundus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155270,Entomacrodus stellifer,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155276,Thunnus atlanticus,LC,TUNAS_BILLFISHES.dbf,NA,NA
155290,Scarus schlegeli,LC,WRASSE.dbf,NA,NA
155292,Sparisoma strigatum,LC,WRASSE.dbf,NA,NA
155304,Pomacentrus milleri,LC,DAMSELFISH.dbf,NA,NA
155308,Centropyge loricula,LC,ANGELFISH.dbf,NA,NA
155313,Canthigaster leoparda,LC,PUFFERFISH.dbf,NA,NA
155314,Pseudocheilinus ocellatus,LC,WRASSE.dbf,NA,NA
155321,Helcogramma decurrens,LC,COMBTOOTHBLENNIES.dbf,NA,NA
155327,Crocodilichthys gracilis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
158616,Squalus altipinnis,DD,CHONDRICHTHYES.dbf,NA,NA
158632,Salarias sinuosus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
161317,Benthobatis marcida,LC,CHONDRICHTHYES.dbf,NA,NA
161318,Leucoraja lentiginosa,DD,CHONDRICHTHYES.dbf,NA,NA
161320,Rhinobatos albomaculatus,VU,CHONDRICHTHYES.dbf,NA,NA
161321,Cirrhigaleus australis,DD,CHONDRICHTHYES.dbf,NA,NA
161324,Hydrolagus alphus,DD,CHONDRICHTHYES.dbf,NA,NA
161325,Squatina nebulosa,VU,CHONDRICHTHYES.dbf,NA,NA
161326,Crassinarke dormitor,DD,CHONDRICHTHYES.dbf,NA,NA
161328,Torpedo marmorata,DD,CHONDRICHTHYES.dbf,NA,NA
161329,Dipturus cerva,NT,CHONDRICHTHYES.dbf,NA,NA
161330,Eridacnis barbouri,DD,CHONDRICHTHYES.dbf,NA,NA
161334,Mustelus californicus,LC,CHONDRICHTHYES.dbf,NA,NA
161335,Urotrygon rogersi,DD,CHONDRICHTHYES.dbf,NA,NA
161336,Scyliorhinus boa,LC,CHONDRICHTHYES.dbf,NA,NA
161339,Raja radula,EN,CHONDRICHTHYES.dbf,NA,NA
161340,Amblyraja reversa,DD,CHONDRICHTHYES.dbf,NA,NA
161342,Gymnura australis,LC,CHONDRICHTHYES.dbf,NA,NA
161343,Raja herwigi,DD,CHONDRICHTHYES.dbf,NA,NA
161344,Raja velezi,DD,CHONDRICHTHYES.dbf,NA,NA
161346,Narcine westraliensis,LC,CHONDRICHTHYES.dbf,NA,NA
161349,Benthobatis moresbyi,LC,CHONDRICHTHYES.dbf,NA,NA
161351,Cirrhoscyllium expolitum,DD,CHONDRICHTHYES.dbf,NA,NA
161352,Hexanchus nakamurai,DD,CHONDRICHTHYES.dbf,NA,NA
161354,Dipturus tengu,DD,CHONDRICHTHYES.dbf,NA,NA
161355,Nasolamia velox,DD,CHONDRICHTHYES.dbf,NA,NA
161357,Myliobatis tobijei,DD,CHONDRICHTHYES.dbf,NA,NA
161366,Bathyraja spinicauda,NT,CHONDRICHTHYES.dbf,NA,NA
161370,Pavoraja nitida,LC,CHONDRICHTHYES.dbf,NA,NA
161371,Rajella bigelowi,LC,CHONDRICHTHYES.dbf,NA,NA
161373,Pseudobatos percellens,NT,CHONDRICHTHYES.dbf,NA,NA
161375,Bathyraja trachura,LC,CHONDRICHTHYES.dbf,NA,NA
161376,Carcharhinus sorrah,NT,CHONDRICHTHYES.dbf,NA,NA
161378,Carcharhinus acronotus,NT,CHONDRICHTHYES.dbf,NA,NA
161380,Cephaloscyllium sarawakensis,DD,CHONDRICHTHYES.dbf,NA,NA
161381,Bathyraja minispinosa,LC,CHONDRICHTHYES.dbf,NA,NA
161383,Neoraja iberica,LC,CHONDRICHTHYES.dbf,NA,NA
161386,Bathytoshia lata,LC,CHONDRICHTHYES.dbf,NA,NA
161393,Dipturus gigas,DD,CHONDRICHTHYES.dbf,NA,NA
161395,Triakis scyllium,LC,CHONDRICHTHYES.dbf,NA,NA
161396,Aetomylaeus asperrimus,DD,CHONDRICHTHYES.dbf,NA,NA
161397,Torpedo torpedo,DD,CHONDRICHTHYES.dbf,NA,NA
161398,Galeus melastomus,LC,CHONDRICHTHYES.dbf,NA,NA
161402,Bathyraja interrupta,LC,CHONDRICHTHYES.dbf,NA,NA
161403,Somniosus pacificus,DD,CHONDRICHTHYES.dbf,NA,NA
161406,Galeus sauteri,DD,CHONDRICHTHYES.dbf,NA,NA
161408,Glaucostegus halavi,VU,CHONDRICHTHYES.dbf,NA,NA
161409,Rhinobatos irvinei,VU,CHONDRICHTHYES.dbf,NA,NA
161411,Torpedo mackayana,DD,CHONDRICHTHYES.dbf,NA,NA
161413,Isistius labialis,DD,CHONDRICHTHYES.dbf,NA,NA
161418,Leucoraja erinacea,NT,CHONDRICHTHYES.dbf,NA,NA
161419,Leucoraja garmani,LC,CHONDRICHTHYES.dbf,NA,NA
161421,Okamejei heemstrai,DD,CHONDRICHTHYES.dbf,NA,NA
161423,Narcine vermiculatus,NT,CHONDRICHTHYES.dbf,NA,NA
161424,Bathyraja matsubarai,DD,CHONDRICHTHYES.dbf,NA,NA
161425,Raja undulata,EN,CHONDRICHTHYES.dbf,NA,NA
161426,Chiloscyllium arabicum,NT,CHONDRICHTHYES.dbf,NA,NA
161428,Electrolux addisoni,CR,CHONDRICHTHYES.dbf,NA,NA
161429,Scyliorhinus comoroensis,DD,CHONDRICHTHYES.dbf,NA,NA
161431,Urogymnus granulatus,VU,CHONDRICHTHYES.dbf,NA,NA
161434,Atelomycterus marnkalha,DD,CHONDRICHTHYES.dbf,NA,NA
161443,Etmopterus pusillus,LC,CHONDRICHTHYES.dbf,NA,NA
161447,Rhinobatos punctifer,NT,CHONDRICHTHYES.dbf,NA,NA
161449,Scyliorhinus torrei,LC,CHONDRICHTHYES.dbf,NA,NA
161451,Mustelus albipinnis,DD,CHONDRICHTHYES.dbf,NA,NA
161452,Amblyraja badia,LC,CHONDRICHTHYES.dbf,NA,NA
161453,Dasyatis pastinaca,DD,CHONDRICHTHYES.dbf,NA,NA
161454,Bathyraja isotrachys,LC,CHONDRICHTHYES.dbf,NA,NA
161457,Pseudobatos glaucostigmus,DD,CHONDRICHTHYES.dbf,NA,NA
161459,Raja maderensis,VU,CHONDRICHTHYES.dbf,NA,NA
161461,Leucoraja fullonica,VU,CHONDRICHTHYES.dbf,NA,NA
161462,Bathyraja diplotaenia,LC,CHONDRICHTHYES.dbf,NA,NA
161464,Leucoraja circularis,EN,CHONDRICHTHYES.dbf,NA,NA
161465,Pastinachus solocirostris,EN,CHONDRICHTHYES.dbf,NA,NA
161466,Raja inornata,LC,CHONDRICHTHYES.dbf,NA,NA
161468,Eridacnis radcliffei,LC,CHONDRICHTHYES.dbf,NA,NA
161469,Squalus raoulensis,LC,CHONDRICHTHYES.dbf,NA,NA
161470,Apristurus indicus,LC,CHONDRICHTHYES.dbf,NA,NA
161475,Hydrolagus lusitanicus,LC,CHONDRICHTHYES.dbf,NA,NA
161476,Acroteriobatus variegatus,CR,CHONDRICHTHYES.dbf,NA,NA
161477,Malacoraja senta,EN,CHONDRICHTHYES.dbf,NA,NA
161479,Galeus arae,LC,CHONDRICHTHYES.dbf,NA,NA
161480,Mustelus mosis,DD,CHONDRICHTHYES.dbf,NA,NA
161484,Scyliorhinus stellaris,NT,CHONDRICHTHYES.dbf,NA,NA
161485,Mustelus punctulatus,DD,CHONDRICHTHYES.dbf,NA,NA
161486,Bathyraja spinosissima,LC,CHONDRICHTHYES.dbf,NA,NA
161487,Okamejei meerdervoortii,DD,CHONDRICHTHYES.dbf,NA,NA
161488,Halaelurus boesemani,VU,CHONDRICHTHYES.dbf,NA,NA
161489,Dentiraja lemprieri,LC,CHONDRICHTHYES.dbf,NA,NA
161495,Fontitrygon margarita,EN,CHONDRICHTHYES.dbf,NA,NA
161496,Spiniraja whitleyi,VU,CHONDRICHTHYES.dbf,NA,NA
161497,Parmaturus melanobranchus,DD,CHONDRICHTHYES.dbf,NA,NA
161499,Ctenacis fehlmanni,LC,CHONDRICHTHYES.dbf,NA,NA
161502,Fenestraja maceachrani,DD,CHONDRICHTHYES.dbf,NA,NA
161504,Bathyraja tunae,DD,CHONDRICHTHYES.dbf,NA,NA
161505,Maculabatis toshi,LC,CHONDRICHTHYES.dbf,NA,NA
161508,Centroscyllium ritteri,DD,CHONDRICHTHYES.dbf,NA,NA
161510,Mobula rochebrunei,VU,CHONDRICHTHYES.dbf,NA,NA
161513,Taeniurops grabata,DD,CHONDRICHTHYES.dbf,NA,NA
161515,Poroderma pantherinum,DD,CHONDRICHTHYES.dbf,NA,NA
161518,Mustelus norrisi,DD,CHONDRICHTHYES.dbf,NA,NA
161519,Zanobatus schoenleinii,DD,CHONDRICHTHYES.dbf,NA,NA
161520,Fontitrygon margaritella,DD,CHONDRICHTHYES.dbf,NA,NA
161523,Narcine lingula,DD,CHONDRICHTHYES.dbf,NA,NA
161524,Carcharhinus isodon,LC,CHONDRICHTHYES.dbf,NA,NA
161526,Carcharhinus albimarginatus,VU,CHONDRICHTHYES.dbf,NA,NA
161530,Rhinoptera neglecta,DD,CHONDRICHTHYES.dbf,NA,NA
161532,Okamejei hollandi,DD,CHONDRICHTHYES.dbf,NA,NA
161535,Dipturus gudgeri,NT,CHONDRICHTHYES.dbf,NA,NA
161536,Squalus blainville,DD,CHONDRICHTHYES.dbf,NA,NA
161539,Hemigaleus australiensis,LC,CHONDRICHTHYES.dbf,NA,NA
161540,Maculabatis pastinacoides,VU,CHONDRICHTHYES.dbf,NA,NA
161541,Urotrygon reticulata,VU,CHONDRICHTHYES.dbf,NA,NA
161542,Amblyraja radiata,VU,CHONDRICHTHYES.dbf,NA,NA
161544,Schroederichthys maculatus,LC,CHONDRICHTHYES.dbf,NA,NA
161546,Urogymnus lobistomus,VU,CHONDRICHTHYES.dbf,NA,NA
161547,Pateobatis uarnacoides,VU,CHONDRICHTHYES.dbf,NA,NA
161552,Somniosus longus,DD,CHONDRICHTHYES.dbf,NA,NA
161553,Insentiraja subtilispinosa,LC,CHONDRICHTHYES.dbf,NA,NA
161555,Acroteriobatus leucospilus,DD,CHONDRICHTHYES.dbf,NA,NA
161557,Chiloscyllium hasselti,NT,CHONDRICHTHYES.dbf,NA,NA
161558,Squatina japonica,VU,CHONDRICHTHYES.dbf,NA,NA
161560,Narcine maculata,DD,CHONDRICHTHYES.dbf,NA,NA
161563,Orectolobus japonicus,DD,CHONDRICHTHYES.dbf,NA,NA
161564,Carcharhinus altimus,DD,CHONDRICHTHYES.dbf,NA,NA
161566,Maculabatis gerrardi,VU,CHONDRICHTHYES.dbf,NA,NA
161567,Galeus nipponensis,DD,CHONDRICHTHYES.dbf,NA,NA
161568,Myliobatis freminvillii,DD,CHONDRICHTHYES.dbf,NA,NA
161569,Myliobatis aquila,DD,CHONDRICHTHYES.dbf,NA,NA
161570,Lamiopsis temminckii,EN,CHONDRICHTHYES.dbf,NA,NA
161571,Mustelus widodoi,DD,CHONDRICHTHYES.dbf,NA,NA
161580,Tetronarce nobiliana,DD,CHONDRICHTHYES.dbf,NA,NA
161582,Megatrygon microps,DD,CHONDRICHTHYES.dbf,NA,NA
161583,Scymnodalatias garricki,DD,CHONDRICHTHYES.dbf,NA,NA
161589,Platyrhina sinensis,VU,CHONDRICHTHYES.dbf,NA,NA
161590,Neotrygon kuhlii,DD,CHONDRICHTHYES.dbf,NA,NA
161594,Bathyraja violacea,DD,CHONDRICHTHYES.dbf,NA,NA
161595,Raja rhina,LC,CHONDRICHTHYES.dbf,NA,NA
161596,Aptychotrema rostrata,LC,CHONDRICHTHYES.dbf,NA,NA
161597,Alopias pelagicus,VU,CHONDRICHTHYES.dbf,NA,NA
161598,Pateobatis hortlei,VU,CHONDRICHTHYES.dbf,NA,NA
161599,Raja miraletus,LC,CHONDRICHTHYES.dbf,NA,NA
161605,Notoraja tobitukai,DD,CHONDRICHTHYES.dbf,NA,NA
161607,Narke dipterygia,DD,CHONDRICHTHYES.dbf,NA,NA
161611,Glyphis siamensis,CR,CHONDRICHTHYES.dbf,NA,NA
161614,Narke capensis,DD,CHONDRICHTHYES.dbf,NA,NA
161615,Pateobatis fai,VU,CHONDRICHTHYES.dbf,NA,NA
161618,Hemitrygon laevigata,NT,CHONDRICHTHYES.dbf,NA,NA
161619,Bathyraja meridionalis,DD,CHONDRICHTHYES.dbf,NA,NA
161620,Hypanus rudis,DD,CHONDRICHTHYES.dbf,NA,NA
161621,Himantura undulata,VU,CHONDRICHTHYES.dbf,NA,NA
161622,Rajella kukujevi,LC,CHONDRICHTHYES.dbf,NA,NA
161623,Bathyraja fedorovi,LC,CHONDRICHTHYES.dbf,NA,NA
161625,Halaelurus quagga,DD,CHONDRICHTHYES.dbf,NA,NA
161626,Leucoraja naevus,LC,CHONDRICHTHYES.dbf,NA,NA
161628,Narcine tasmaniensis,LC,CHONDRICHTHYES.dbf,NA,NA
161629,Raja stellulata,LC,CHONDRICHTHYES.dbf,NA,NA
161630,Gymnura japonica,DD,CHONDRICHTHYES.dbf,NA,NA
161631,Leucoraja ocellata,EN,CHONDRICHTHYES.dbf,NA,NA
161632,Heteronarce bentuviai,DD,CHONDRICHTHYES.dbf,NA,NA
161633,Mustelus manazo,DD,CHONDRICHTHYES.dbf,NA,NA
161634,Pristiophorus japonicus,DD,CHONDRICHTHYES.dbf,NA,NA
161635,Deania quadrispinosa,NT,CHONDRICHTHYES.dbf,NA,NA
161636,Okamejei acutispina,DD,CHONDRICHTHYES.dbf,NA,NA
161639,Paragaleus leucolomatus,DD,CHONDRICHTHYES.dbf,NA,NA
161640,Mustelus lunulatus,LC,CHONDRICHTHYES.dbf,NA,NA
161643,Dasyatis chrysonota,LC,CHONDRICHTHYES.dbf,NA,NA
161645,Okamejei kenojei,DD,CHONDRICHTHYES.dbf,NA,NA
161648,Mustelus henlei,LC,CHONDRICHTHYES.dbf,NA,NA
161650,Haploblepharus pictus,LC,CHONDRICHTHYES.dbf,NA,NA
161651,Orectolobus parvimaculatus,LC,CHONDRICHTHYES.dbf,NA,NA
161653,Dipturus springeri,DD,CHONDRICHTHYES.dbf,NA,NA
161655,Irolita waitii,LC,CHONDRICHTHYES.dbf,NA,NA
161656,Fenestraja sinusmexicanus,DD,CHONDRICHTHYES.dbf,NA,NA
161658,Raja eglanteria,LC,CHONDRICHTHYES.dbf,NA,NA
161660,Narcine atzi,DD,CHONDRICHTHYES.dbf,NA,NA
161661,Bathyraja aleutica,LC,CHONDRICHTHYES.dbf,NA,NA
161662,Rhizoprionodon longurio,DD,CHONDRICHTHYES.dbf,NA,NA
161663,Heteronarce mollis,DD,CHONDRICHTHYES.dbf,NA,NA
161664,Orectolobus floridus,LC,CHONDRICHTHYES.dbf,NA,NA
161666,Neoraja caerulea,LC,CHONDRICHTHYES.dbf,NA,NA
161667,Haploblepharus kistnasamyi,CR,CHONDRICHTHYES.dbf,NA,NA
161668,Squalus lalannei,DD,CHONDRICHTHYES.dbf,NA,NA
161673,Raja polystigma,LC,CHONDRICHTHYES.dbf,NA,NA
161674,Hexatrygon bickelli,LC,CHONDRICHTHYES.dbf,NA,NA
161676,Tetronarce tokionis,DD,CHONDRICHTHYES.dbf,NA,NA
161677,Rhinobatos lionotus,DD,CHONDRICHTHYES.dbf,NA,NA
161680,Halaelurus buergeri,DD,CHONDRICHTHYES.dbf,NA,NA
161685,Leucoraja leucosticta,DD,CHONDRICHTHYES.dbf,NA,NA
161686,Raja texana,DD,CHONDRICHTHYES.dbf,NA,NA
161689,Urotrygon aspidura,DD,CHONDRICHTHYES.dbf,NA,NA
161690,Narcine oculifera,DD,CHONDRICHTHYES.dbf,NA,NA
161691,Raja brachyura,NT,CHONDRICHTHYES.dbf,NA,NA
161692,Himantura uarnak,VU,CHONDRICHTHYES.dbf,NA,NA
161696,Alopias superciliosus,VU,CHONDRICHTHYES.dbf,NA,NA
161697,Acroteriobatus ocellatus,DD,CHONDRICHTHYES.dbf,NA,NA
161699,Plesiotrygon iwamae,DD,CHONDRICHTHYES.dbf,NA,NA
161703,Squalus bucephalus,DD,CHONDRICHTHYES.dbf,NA,NA
161705,Galeus murinus,LC,CHONDRICHTHYES.dbf,NA,NA
161707,Paragaleus pectoralis,DD,CHONDRICHTHYES.dbf,NA,NA
161709,Orectolobus halei,LC,CHONDRICHTHYES.dbf,NA,NA
161713,Rhinobatos schlegelii,DD,CHONDRICHTHYES.dbf,NA,NA
161714,Heterodontus japonicus,LC,CHONDRICHTHYES.dbf,NA,NA
161715,Mustelus griseus,DD,CHONDRICHTHYES.dbf,NA,NA
161716,Narcine entemedor,DD,CHONDRICHTHYES.dbf,NA,NA
161720,Heterodontus omanensis,DD,CHONDRICHTHYES.dbf,NA,NA
161723,Raja pita,DD,CHONDRICHTHYES.dbf,NA,NA
161725,Okamejei schmidti,DD,CHONDRICHTHYES.dbf,NA,NA
161728,Brevitrygon imbricata,DD,CHONDRICHTHYES.dbf,NA,NA
161730,Urotrygon munda,DD,CHONDRICHTHYES.dbf,NA,NA
161731,Pteroplatytrygon violacea,LC,CHONDRICHTHYES.dbf,NA,NA
161735,Okamejei boesemani,DD,CHONDRICHTHYES.dbf,NA,NA
161737,Mobula hypostoma,DD,CHONDRICHTHYES.dbf,NA,NA
161738,Dipturus macrocauda,DD,CHONDRICHTHYES.dbf,NA,NA
161740,Centroscyllium excelsum,DD,CHONDRICHTHYES.dbf,NA,NA
161742,Rhinoraja odai,LC,CHONDRICHTHYES.dbf,NA,NA
161743,Pseudobatos lentiginosus,NT,CHONDRICHTHYES.dbf,NA,NA
161744,Pateobatis jenkinsii,VU,CHONDRICHTHYES.dbf,NA,NA
161746,Heteronarce garmani,VU,CHONDRICHTHYES.dbf,NA,NA
161747,Urotrygon nana,DD,CHONDRICHTHYES.dbf,NA,NA
161748,Dasyatis marmorata,DD,CHONDRICHTHYES.dbf,NA,NA
164280,Ruppia cirrhosa,LC,SEAGRASSES.dbf,NA,NA
164508,Ruppia maritima,LC,SEAGRASSES.dbf,NA,NA
165290,Himantura marginata,DD,CHONDRICHTHYES.dbf,NA,NA
165607,Chaetodon falcula,LC,BUTTERFLYFISH.dbf,NA,NA
165608,Heniochus pleurotaenia,LC,BUTTERFLYFISH.dbf,NA,NA
165609,Chaetodon larvatus,LC,BUTTERFLYFISH.dbf,NA,NA
165610,Chaetodon leucopleura,LC,BUTTERFLYFISH.dbf,NA,NA
165611,Chaetodon ocellatus,LC,BUTTERFLYFISH.dbf,NA,NA
165612,Chaetodon zanzibarensis,LC,BUTTERFLYFISH.dbf,NA,NA
165613,Prognathodes brasiliensis,LC,BUTTERFLYFISH.dbf,NA,NA
165614,Roa jayakari,LC,BUTTERFLYFISH.dbf,NA,NA
165615,Chaetodon mertensii,LC,BUTTERFLYFISH.dbf,NA,NA
165616,Chelmon marginalis,LC,BUTTERFLYFISH.dbf,NA,NA
