iucn_sid,pop_trend,year,old_cat,cat_txt,param_id,api_error,cat_ts,cat_score,cat_ts_score,trend_score
103889573,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
103889606,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
103889606,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
104006414,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
104006414,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
104006526,increasing,2016,LC,Least Concern,NA,NA,LC,0,0,0.5
104006526,increasing,2017,LC,Least Concern,NA,NA,LC,0,0,0.5
104007058,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
104007058,decreasing,2017,LC,Least Concern,NA,NA,LC,0,0,-0.5
104062546,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
104062546,stable,2017,LC,Least Concern,NA,NA,LC,0,0,0
104062579,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
104062579,decreasing,2017,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
10707,unknown,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
10707,unknown,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
10707,unknown,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
10707,unknown,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,NA
10708,unknown,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,NA
10708,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
10722,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
10722,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
10722,decreasing,1996,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
10722,decreasing,2014,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
1086,unknown,1986,R,Rare,NA,NA,EN,0.6,0.6,NA
1086,unknown,1988,R,Rare,NA,NA,EN,0.6,0.6,NA
1086,unknown,1990,R,Rare,NA,NA,EN,0.6,0.6,NA
1086,unknown,1994,R,Rare,NA,NA,EN,0.6,0.6,NA
1086,unknown,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
1086,unknown,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
10913,stable,1996,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,0
10913,stable,2004,LC,Least Concern,NA,NA,LC,0,0,0
10939,unknown,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
10960,unknown,1983,R,Rare,NA,NA,EN,0.6,0.6,NA
10960,unknown,1986,R,Rare,NA,NA,EN,0.6,0.6,NA
10960,unknown,1988,R,Rare,NA,NA,EN,0.6,0.6,NA
10960,unknown,1990,R,Rare,NA,NA,EN,0.6,0.6,NA
10960,unknown,1994,R,Rare,NA,NA,EN,0.6,0.6,NA
10960,unknown,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
10960,unknown,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
11030,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
11030,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
11032,unknown,2006,LC,Least Concern,NA,NA,LC,0,0,NA
11032,unknown,2011,LC,Least Concern,NA,NA,LC,0,0,NA
11047,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
11048,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
11060,stable,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0
11060,stable,2012,LC,Least Concern,NA,NA,LC,0,0,0
11130,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
11130,decreasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
11140,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
11140,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
11141,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
11141,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
11142,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
11142,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
11142,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
11144,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
11144,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
11145,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
11145,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
11145,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
1118,unknown,1986,E,Endangered,NA,NA,EN,0.6,0.6,NA
1118,unknown,1988,E,Endangered,NA,NA,EN,0.6,0.6,NA
1118,unknown,1990,E,Endangered,NA,NA,EN,0.6,0.6,NA
1118,unknown,1994,E,Endangered,NA,NA,EN,0.6,0.6,NA
1118,unknown,1996,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
1118,unknown,2016,EN,Endangered,NA,NA,EN,0.6,0.6,NA
1118,unknown,2017,EN,Endangered,NA,NA,EN,0.6,0.6,NA
11200,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
11200,decreasing,2000,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,-0.5
11200,decreasing,2006,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
11206,unknown,1996,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,NA
11206,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
11369,unknown,1988,R,Rare,NA,NA,EN,0.6,0.6,NA
11369,unknown,1990,R,Rare,NA,NA,EN,0.6,0.6,NA
11369,unknown,1994,R,Rare,NA,NA,EN,0.6,0.6,NA
11369,unknown,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
11369,unknown,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
11375,unknown,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
11375,unknown,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
11375,unknown,1996,EN,Endangered,NA,NA,EN,0.6,0.6,NA
11375,unknown,2000,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
11533,NA,1982,E,Endangered,NA,NA,EN,0.6,0.6,NA
11533,NA,1986,E,Endangered,NA,NA,EN,0.6,0.6,NA
11533,NA,1988,E,Endangered,NA,NA,EN,0.6,0.6,NA
11533,NA,1990,E,Endangered,NA,NA,EN,0.6,0.6,NA
11533,NA,1994,E,Endangered,NA,NA,EN,0.6,0.6,NA
11533,NA,1996,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
11534,decreasing,1982,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
11534,decreasing,1986,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
11534,decreasing,1988,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
11534,decreasing,1990,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
11534,decreasing,1994,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
11534,decreasing,1996,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
11534,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
11696,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
11696,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
11696,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
11790,decreasing,1988,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
11790,decreasing,1990,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
11790,decreasing,1994,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
11790,decreasing,1996,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
11790,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
11794,unknown,1994,R,Rare,NA,NA,EN,0.6,0.6,NA
11794,unknown,1996,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,NA
11794,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
11987,decreasing,1996,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,-0.5
11987,decreasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12006,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12103,NA,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
12125,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
12125,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
12125,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
12137,decreasing,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,-0.5
12137,decreasing,2014,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12143,decreasing,1996,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,-0.5
12143,decreasing,2002,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12143,decreasing,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12146,decreasing,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
12146,decreasing,2002,LC,Least Concern,NA,NA,LC,0,0,-0.5
12146,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
12152,decreasing,1996,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12152,decreasing,2002,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12152,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12155,decreasing,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
12155,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
12246,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
12246,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
12246,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
12302,stable,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0
12302,stable,2004,LC,Least Concern,NA,NA,LC,0,0,0
12302,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
12302,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
12303,decreasing,1982,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12303,decreasing,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12303,decreasing,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12303,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12303,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12303,decreasing,1996,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12303,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12303,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12303,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12303,decreasing,2015,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12304,decreasing,1982,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12304,decreasing,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12304,decreasing,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12304,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12304,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12304,decreasing,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
12304,decreasing,2015,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
12305,decreasing,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12305,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12305,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12305,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12305,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12305,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12305,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12305,decreasing,2015,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12398,unknown,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
12398,unknown,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
12416,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12416,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
12417,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12417,decreasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12419,decreasing,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
12419,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12419,decreasing,2004,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
12419,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
12419,decreasing,2015,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
12420,decreasing,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
12420,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12420,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
12420,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
12420,decreasing,2015,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
12421,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12421,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12421,decreasing,2015,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
12427,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12427,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12427,decreasing,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12427,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
12427,decreasing,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
13006,increasing,1965,NA,"""Less rare but believed to be threatened-requires watching""",NA,NA,EN,0.6,0.6,0.5
13006,increasing,1986,E,Endangered,NA,NA,EN,0.6,0.6,0.5
13006,increasing,1988,E,Endangered,NA,NA,EN,0.6,0.6,0.5
13006,increasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,0.5
13006,increasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,0.5
13006,increasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
13006,increasing,2008,LC,Least Concern,NA,NA,LC,0,0,0.5
13045,NA,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
1308,unknown,1996,EN,Endangered,NA,NA,EN,0.6,0.6,NA
1308,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
13145,decreasing,1986,R,Rare,NA,NA,EN,0.6,0.6,-0.5
13145,decreasing,1988,R,Rare,NA,NA,EN,0.6,0.6,-0.5
13145,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
13145,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
13145,decreasing,1996,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,-0.5
13152076,unknown,2013,LC,Least Concern,NA,NA,LC,0,0,NA
13152177,stable,2013,EN,Endangered,NA,NA,EN,0.6,0.6,0
13152303,unknown,2013,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
13152363,NA,1996,EX,Extinct,NA,NA,EX,1,1,NA
13152363,NA,2013,EX,Extinct,NA,NA,EX,1,1,NA
13152418,stable,2013,LC,Least Concern,NA,NA,LC,0,0,0
13152431,unknown,2013,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132722,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132723,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132724,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132726,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132727,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132729,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132730,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132730,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
132731,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132732,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132733,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132733,stable,2017,LC,Least Concern,NA,NA,LC,0,0,0
132736,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132737,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132738,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132740,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132741,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132742,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132743,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132744,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132745,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132747,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132748,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132749,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132750,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132750,decreasing,2017,LC,Least Concern,NA,NA,LC,0,0,-0.5
132751,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132753,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132754,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132754,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
132755,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132756,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132757,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132759,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132761,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132764,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132766,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132767,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132767,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
132770,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132771,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132773,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132774,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132775,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132776,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132777,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132778,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132779,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132781,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132783,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132783,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
132787,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132788,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132789,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132790,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132795,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132799,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132802,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132803,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132804,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132805,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132806,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132807,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132808,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132809,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132810,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132811,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132815,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132817,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132818,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132819,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132821,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132822,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132822,stable,2017,LC,Least Concern,NA,NA,LC,0,0,0
132823,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132825,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132826,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132827,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132829,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132830,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132832,increasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,0.5
132835,unknown,2008,EN,Endangered,NA,NA,EN,0.6,0.6,NA
132859,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132860,unknown,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
132860,unknown,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
132864,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132864,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132865,unknown,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
132866,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
132868,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132869,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132869,decreasing,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132870,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
132871,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132872,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132873,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132873,unknown,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132874,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132875,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132876,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132877,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132878,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132878,decreasing,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132879,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132880,unknown,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
132880,unknown,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
132881,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132881,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132883,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132883,decreasing,2014,LC,Least Concern,NA,NA,LC,0,0,-0.5
132884,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
132885,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132885,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132887,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132887,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132888,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132888,decreasing,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132889,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132890,unknown,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
132891,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132892,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
132893,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132894,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132895,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132895,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132896,unknown,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
132897,unknown,2008,EN,Endangered,NA,NA,EN,0.6,0.6,NA
132897,unknown,2014,EN,Endangered,NA,NA,EN,0.6,0.6,NA
132898,unknown,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
132899,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
132900,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132901,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132903,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132903,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132904,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132904,unknown,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132905,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132907,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132909,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
132910,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
132911,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132911,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132913,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
132916,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132916,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132917,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132917,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132918,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
132920,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
132921,stable,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,0
132922,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
132922,decreasing,2014,LC,Least Concern,NA,NA,LC,0,0,-0.5
132923,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
132923,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
132924,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
