iucn_sid,sciname_api,category
65134524,Aulorhynchus flavidus,LC
65134818,Aulichthys japonicus,LC
65134839,Hypoptychus dybowskii,DD
65134886,Aulostomus chinensis,LC
65134998,Aeoliscus punctulatus,DD
65135062,Aeoliscus strigatus,DD
65349869,Centriscops humerosus,LC
65350111,Centriscus cristatus,DD
65363069,Notopogon lilliei,LC
65363156,Notopogon xenosoma,LC
65363244,Solenostomus armatus,LC
65363316,Solenostomus cyanopterus,LC
65363378,Solenostomus halimeda,DD
65363417,Solenostomus paradoxus,LC
65363473,Acentronura gracilissima,LC
65363628,Bhanotia fasciolata,LC
65364120,Campichthys galei,LC
65364201,Campichthys tryoni,DD
65364515,Choeroichthys cinctus,LC
65364553,Choeroichthys sculptus,LC
65364798,Corythoichthys benedetto,LC
65364818,Corythoichthys flavofasciatus,LC
65364895,Corythoichthys insularis,LC
65364931,Corythoichthys intestinalis,LC
65365012,Corythoichthys nigripectus,LC
65365054,Corythoichthys ocellatus,LC
65365100,Corythoichthys schultzi,LC
65365107,Corythoichthys polynotatus,LC
65365349,Cosmocampus balli,VU
65365759,Cosmocampus darrosanus,LC
65365798,Cosmocampus heraldi,DD
65365838,Cosmocampus howensis,LC
65365899,Cosmocampus maxweberi,LC
65365975,Cosmocampus profundus,DD
65366046,Doryrhamphus aurolineatus,DD
65366073,Doryrhamphus japonicus,LC
65366280,Doryrhamphus negrosensis,LC
65366377,Dunckerocampus baldwini,LC
65366455,Dunckerocampus boylei,LC
65366458,Dunckerocampus chapmani,DD
65367054,Dunckerocampus naia,LC
65367059,Dunckerocampus pessuliferus,LC
65367195,Festucalex cinctus,LC
65367204,Festucalex erythraeus,LC
65367300,Festucalex gibbsi,LC
65367303,Festucalex kulbickii,DD
65367328,Festucalex scalaris,LC
65367364,Festucalex wassi,DD
65367453,Filicampus tigris,LC
65367461,Halicampus boothae,LC
65367566,Halicampus brocki,LC
65367574,Halicampus dunckeri,LC
65367581,Halicampus edmondsoni,LC
65367590,Halicampus grayi,LC
65367594,Halicampus macrorhynchus,LC
65367655,Halicampus marquesensis,LC
65367712,Halicampus mataafae,LC
65367935,Halicampus punctatus,LC
65367942,Halicampus spinirostris,LC
65368085,Heraldia nocturna,LC
65368088,Hippichthys parvicarinatus,LC
65368181,Hippocampus paradoxus,DD
65368238,Histiogamphelus briggsii,LC
65368242,Histiogamphelus cristatus,LC
65368759,Hypselognathus rostratus,LC
65368802,Acentronura larsonae,DD
65369051,Acentronura lumnitzeri,LC
65369161,Kaupus costatus,LC
65369241,Kimblaeus bassensis,LC
65369305,Kyonemichthys rumengani,LC
65369313,Leptoichthys fistularius,LC
65369760,Leptonotus blainvilleanus,LC
65369844,Leptonotus elevatus,LC
65369867,Leptonotus norae,LC
65370029,Lissocampus bannwarthi,LC
65370051,Lissocampus caudalis,LC
65370087,Lissocampus fatiloquus,LC
65370218,Lissocampus filum,LC
65370289,Lissocampus runa,LC
65370433,Maroubra perserrata,LC
65370481,Maroubra yasudai,DD
65370522,Micrognathus brevicorpus,DD
65370525,Micrognathus brevirostris,LC
65370664,Micrognathus crinitus,LC
65370734,Micrognathus erugatus,DD
65370744,Micrognathus micronotopterus,LC
65370765,Micrognathus natans,LC
65371373,Mitotichthys meraculus,DD
65371669,Mitotichthys mollisoni,LC
65371695,Mitotichthys semistriatus,LC
65371889,Mitotichthys tuckeri,LC
65372036,Nannocampus elegans,LC
65372127,Nannocampus pictus,LC
65372227,Nannocampus subosseus,LC
65372435,Notiocampus ruber,LC
65372543,Penetopteryx taeniocephalus,LC
65372675,Phoxocampus belcheri,LC
65372732,Phoxocampus diacanthus,LC
65373278,Pseudophallus mindii,DD
65373357,Pseudophallus starksii,LC
65373532,Pugnaso curtirostris,LC
65374054,Siokunichthys bentuviai,DD
65374540,Siokunichthys striatus,DD
65374622,Syngnathus californiensis,LC
65374676,Syngnathus euchrous,DD
65374735,Syngnathus exilis,LC
65374787,Syngnathus folletti,LC
65374877,Syngnathus insulae,LC
65374916,Syngnathus leptorhynchus,LC
65375137,Trachyrhamphus longirostris,LC
65375205,Trachyrhamphus serratus,DD
65375397,Urocampus carinirostris,LC
65375420,Urocampus nanus,DD
65375519,Vanacampus margaritifer,LC
65375571,Vanacampus phillipi,LC
65375703,Vanacampus poecilolaemus,LC
65403235,Microphis jagorii,DD
65476067,Epizoanthus vagus,DD
65476258,Arachnanthus oligopodus,DD
67851665,Saurida flamma,LC
67852269,Saurida gracilis,LC
67852930,Saurida nebulosa,LC
67853294,Synodus capricornis,LC
67853390,Synodus dermatogenys,LC
67853408,Synodus doaki,LC
67853416,Synodus falcatus,LC
67853432,Synodus hoshinonis,LC
67853451,Synodus jaculum,LC
67853562,Synodus kaianus,LC
67854163,Synodus lobeli,LC
67854712,Synodus macrocephalus,LC
67855065,Synodus mundyi,DD
67855363,Synodus oculeus,LC
67855905,Synodus rubromarmoratus,LC
67855917,Synodus similis,LC
67855975,Synodus tectus,LC
67856047,Synodus ulae,LC
67856062,Synodus usitatus,LC
67856085,Synodus variegatus,LC
67869958,Myripristis chryseres,LC
67869976,Myripristis earlei,LC
67870015,Myripristis hexagona,LC
67871080,Myripristis tiki,DD
67871203,Neoniphon aurolineatus,LC
67871355,Neoniphon sammara,LC
67899355,Ostichthys archiepiscopus,LC
67899512,Ostichthys delta,DD
67899637,Ostichthys kaianus,LC
67899687,Ostichthys hypsipterygion,DD
67899690,Ostichthys japonicus,LC
67899781,Ostichthys sandix,LC
67899991,Plectrypops lima,LC
67900591,Pristilepis oligolepis,LC
67901306,Sargocentron dorsomaculatum,LC
67902046,Sargocentron ensifer,LC
67902071,Sargocentron hormion,LC
67902084,Sargocentron inaequalis,DD
67902088,Sargocentron iota,LC
67902103,Sargocentron ittodai,LC
67902620,Sargocentron lepros,LC
67902657,Sargocentron melanospilos,LC
67902908,Sargocentron microstoma,LC
67902985,Sargocentron punctatissimum,LC
67903042,Sargocentron spiniferum,LC
67903074,Sargocentron spinosissimum,LC
67903124,Sargocentron tiere,LC
67903174,Sargocentron violaceum,LC
67903264,Sargocentron xantherythrum,LC
67903537,Alabes parvula,LC
67903591,Alabes springeri,DD
67904147,Diademichthys lineatus,LC
67905401,Discotrema crinophilum,LC
67905433,Discotrema zonatum,DD
67905470,Lepadichthys bolini,LC
67905515,Lepadichthys frenatus,LC
67905532,Lepadichthys minor,LC
67905646,Liobranchia stria,DD
67905735,Pherallodus indicus,LC
67963793,Coryphaenoides thelestomus,DD
67963974,Gaidropsarus guttatus,DD
67964123,Lasiognathus amphirhamphus,DD
67964394,Leptoderma macrophthalmum,DD
67965222,Oneirodes anisacanthus,DD
67965706,Oneirodes posti,DD
67966147,Paraliparis nigellus,DD
67966197,Protogrammus sousai,DD
67966271,Scopelosaurus smithii,LC
67966291,Scorpaena canariensis,DD
67966420,Uncisudis quadrimaculata,LC
67968236,Leucobrotula adipata,DD
67968365,Syngnathus safina,DD
67970335,Ulua aurochs,LC
67974267,Polygala galapageia var. galapageia,LC
67996744,Amblycirrhitus unimacula,LC
67996765,Itycirrhitus wilhelmi,LC
67997172,Cirrhitichthys aprinus,LC
67997668,Cirrhitichthys oxycephalus,LC
67997694,Cirrhitops fasciatus,LC
67997714,Cirrhitus albopunctatus,DD
67997787,Cirrhitus pinnulatus,LC
67997845,Notocirrhitus splendens,LC
67997854,Oxycirrhites typus,LC
67997869,Paracirrhites arcatus,LC
67997879,Paracirrhites forsteri,LC
67999325,Crystallodytes cookei,LC
67999339,Crystallodytes enderburyensis,LC
68000633,Limnichthys fasciatus,LC
68000804,Limnichthys nitidus,LC
68001146,Calumia profunda,LC
68001185,Scutia spicata,LC
68001190,Scutia spicata var. pauciflora,LC
68064267,Macroparalepis brevis,LC
68202649,Monognathus herringi,DD
68283383,Halieutichthys bispinosus,LC
68308810,Hirundichthys volador,LC
68308842,Liopropoma olneyi,DD
68308851,Liopropoma santi,DD
68324528,Gerres erythrourus,LC
68324892,Gerres subfasciatus,LC
68325526,Acentrogobius caninus,LC
68326478,Amblyeleotris japonica,DD
68326585,Ancistrogobius yanoi,LC
68326872,Arcygobius baliurus,DD
68327714,Arenigobius leftwichi,LC
68328081,Austrolethops wardi,LC
68328401,Bryaninops isis,LC
68328587,Cabillus lacertops,LC
68329253,Ctenogobiops crocineus,LC
68329324,Eviota deminuta,LC
68329463,Eviota dorsimaculata,LC
68329587,Eviota hinanoae,LC
68329725,Eviota lacrimae,LC
68329804,Eviota lacrimosa,LC
68329897,Eviota occasa,LC
68329954,Eviota piperata,LC
68330082,Exyrias ferrarisi,LC
68330332,Gladiogobius brevispinis,LC
68330520,Gnatholepis ophthalmotaenia,LC
68332344,Koumansetta hectori,LC
68332472,Koumansetta rainfordi,LC
68332598,Oxyurichthys microlepis,LC
68332934,Paratrypauchen microcephalus,LC
68333211,Tomiyamichthys alleni,DD
68333307,Tryssogobius sarah,LC
68333312,Valenciennea wardii,LC
68377310,Gobitrichinotus radiocularis,LC
68377344,Kraemeria bryani,LC
68377359,Kraemeria cunicularia,LC
68396826,Equulites leuciscus,LC
68398868,Lutjanus timoriensis,LC
68438250,Dicologlossa hexophthalma,LC
68460149,Pseudomogoplistes byzantius,EN
68460168,Pseudomogoplistes madeirae,DD
68462789,Pterolepis elymica,EN
68465230,Pyrgomorpha cypria,LC
68486527,Zeuneriana burriana,LC
68527310,Hippocampus planifrons,LC
69115853,Awaous jayakari,LC
69128053,Gunnellichthys curiosus,LC
69128107,Gunnellichthys pleurotaenia,LC
69128212,Gunnellichthys grandoculis,DD
69128289,Gunnellichthys monostigma,LC
69128478,Nemateleotris decora,LC
69128541,Nemateleotris helfrichi,LC
69130229,Parioglossus nudus,LC
69130241,Parioglossus philippinus,LC
69130320,Paragunnellichthys seychellensis,LC
69179175,Ptereleotris brachyptera,DD
69179838,Ptereleotris evides,LC
69180312,Ptereleotris grammica,LC
69180629,Ptereleotris hanae,LC
69181442,Ptereleotris heteroptera,LC
69181491,Ptereleotris melanopogon,LC
69181503,Ptereleotris monoptera,LC
69181516,Ptereleotris uroditaenia,LC
69181519,Ptereleotris zebra,LC
69181822,Mulloidichthys mimicus,LC
69181847,Mulloidichthys pfluegeri,LC
69181884,Mulloidichthys vanicolensis,LC
69181934,Parupeneus barberinoides,LC
69181941,Parupeneus barberinus,LC
69181948,Parupeneus chrysonemus,LC
69181969,Parupeneus ciliatus,LC
69182011,Parupeneus cyclostomus,LC
69182291,Parupeneus insularis,LC
69182614,Parupeneus indicus,LC
69182687,Parupeneus louise,LC
69182717,Parupeneus moffitti,DD
69182861,Parupeneus pleurostigma,LC
69182988,Parupeneus porphyreus,NT
69183023,Parupeneus spilurus,LC
69538564,Upeneichthys lineatus,LC
69538573,Upeneus australiae,LC
69538576,Upeneus francisi,LC
69538579,Upeneus mouthami,DD
69538589,Upeneus taeniopterus,LC
69539228,Nemipterus balinensoides,LC
69539262,Nemipterus furcosus,LC
69539271,Nemipterus hexodon,LC
69539284,Nemipterus vitiensis,LC
69539293,Nemipterus zysron,LC
69539322,Pentapodus aureofasciatus,LC
69539343,Pentapodus caninus,LC
69539356,Pentapodus nagasakiensis,LC
69539374,Pentapodus trivittatus,LC
69539421,Scolopsis affinis,LC
69539499,Scolopsis bilineata,LC
69539506,Scolopsis ciliata,LC
69539564,Scolopsis lineata,LC
69539571,Scolopsis margaritifera,LC
69539597,Scolopsis monogramma,LC
69539604,Scolopsis taenioptera,LC
69539611,Scolopsis temporalis,LC
69539627,Scolopsis trilineata,LC
69544768,Opistognathus solorensis,LC
69544771,Opistognathus variabilis,LC
69544846,Stalix histrio,LC
69545534,Priacanthus macracanthus,LC
69545542,Priacanthus meeki,LC
69545545,Priacanthus sagittarius,LC
69545550,Pristigenys meyeri,LC
69545557,Pristigenys niphonia,LC
69583335,Amsichthys knighti,LC
69583348,Cypho purpurascens,LC
69583361,Lubbockichthys multisquamatus,LC
69583368,Lubbockichthys myersi,DD
69583371,Manonichthys polynemus,DD
69583382,Ogilbyina salvati,LC
69583393,Pictichromis paccagnellae,LC
69583400,Pictichromis porphyrea,LC
69583407,Pseudochromis bitaeniatus,LC
69583414,Pseudochromis cyanotaenia,LC
69583417,Pseudochromis fuscus,LC
69583420,Pseudochromis jamesi,LC
69583426,Pseudochromis marshallensis,LC
69583433,Pseudochromis melanurus,LC
69583436,Pseudochromis moorei,DD
69583439,Pseudochromis pylei,DD
69583442,Pseudochromis tapeinosoma,LC
69583447,Pseudoplesiops annae,LC
69583454,Pseudoplesiops howensis,LC
69583457,Pseudoplesiops revellei,LC
69583460,Pseudoplesiops rosae,LC
69583463,Pseudoplesiops typus,LC
69583466,Pseudoplesiops wassi,LC
69584026,Acanthistius cinctus,LC
69584048,Aulacocephalus temminckii,LC
69584101,Belonoperca pylei,LC
69584331,Caprodon krasyukovae,LC
69584359,Caprodon longimanus,LC
69584395,Caprodon schlegelii,LC
69584403,Diploprion bifasciatum,LC
69584408,Grammistes sexlineatus,LC
69584420,Liopropoma aurora,LC
69584431,Liopropoma erythraeum,LC
69584435,Liopropoma flavidum,LC
69584469,Liopropoma japonicum,LC
69584488,Liopropoma latifasciatum,LC
69584519,Liopropoma lemniscatum,LC
69584524,Liopropoma lunulatum,LC
69584537,Liopropoma maculatum,LC
69584560,Liopropoma mitratum,LC
69584566,Liopropoma multilineatum,LC
69584573,Liopropoma pallidum,LC
69584835,Liopropoma susumi,LC
69585696,Liopropoma tonstrinum,LC
69586372,Luzonichthys whitleyi,LC
69586671,Odontanthias borbonius,LC
69587098,Odontanthias chrysostictus,LC
69587107,Odontanthias elizabethae,LC
69587178,Odontanthias fuscipinnis,LC
69587263,Odontanthias katayamai,LC
69588682,Plectranthias helenae,LC
69588709,Plectranthias inermis,LC
69588731,Plectranthias kamii,LC
69588764,Plectranthias kelloggi,LC
69588828,Plectranthias longimanus,LC
69588900,Plectranthias megalophthalmus,LC
69588906,Plectranthias nanus,LC
69588920,Plectranthias randalli,LC
69588949,Plectranthias retrofasciatus,LC
69588952,Plectranthias rubrifasciatus,LC
69588988,Plectranthias taylori,LC
69589013,Plectranthias yamakawai,LC
69589636,Pseudanthias bartlettorum,LC
69590390,Pseudanthias calloura,LC
69590820,Pseudanthias flavicauda,LC
69590843,Pseudanthias flavoguttatus,LC
69590885,Pseudanthias fucinus,LC
69590936,Pseudanthias gibbosus,LC
69590949,Pseudanthias hawaiiensis,LC
69590965,Pseudanthias hiva,LC
69591058,Pseudanthias mooreanus,LC
69591538,Pseudanthias parvirostris,LC
69591645,Pseudanthias privitera,LC
69591683,Pseudanthias randalli,LC
69591708,Pseudanthias rubrizonatus,LC
69591715,Pseudanthias rubrolineatus,LC
69591773,Pseudanthias smithvanizi,LC
69591800,Pseudanthias squamipinnis,LC
69591923,Pseudanthias xanthomaculatus,DD
69592021,Pseudogramma polyacantha,LC
69592095,Trachypoma macracanthus,LC
69689070,Siganus argenteus,LC
69689242,Siganus corallinus,LC
69689424,Siganus doliatus,LC
69689554,Siganus fuscescens,LC
69689777,Siganus guttatus,LC
69690025,Siganus lineatus,LC
69690665,Bidens trichosperma,LC
69738690,Siganus puellus,LC
69738727,Siganus punctatissimus,LC
69738738,Siganus punctatus,LC
69738808,Siganus randalli,LC
69738933,Siganus vulpinus,LC
69738962,Siganus woodlandi,LC
69738986,Sillago ciliata,LC
69739558,Trichonotus elegans,LC
69739591,Trichonotus filamentosus,LC
69739648,Trichonotus setiger,LC
69739816,Paraxenisthmus cerberusi,DD
69739933,Rotuma lewisi,LC
69740574,Tyson belos,LC
69740837,Xenisthmus clarus,LC
69740861,Xenisthmus eirospilus,LC
69740895,Xenisthmus polyzonatus,LC
69741115,Zanclus cornutus,LC
69741187,Arnoglossus debilis,LC
69741220,Arnoglossus japonicus,LC
69741251,Arnoglossus nigrifrons,DD
69741345,Arnoglossus oxyrhynchus,LC
69741351,Arnoglossus polyspilus,LC
69741708,Arnoglossus septemventralis,LC
69741720,Arnoglossus tenuis,LC
69741856,Asterorhombus cocosensis,LC
69741907,Asterorhombus filifer,LC
69741958,Asterorhombus intermedius,LC
69743659,Chascanopsetta prorigera,LC
69743737,Engyprosopon arenicola,LC
69743759,Engyprosopon bellonaensis,LC
69743778,Engyprosopon hawaiiensis,LC
69743867,Engyprosopon hureaui,DD
69743871,Engyprosopon longipelvis,DD
69743987,Engyprosopon longipterum,LC
69744004,Engyprosopon macrolepis,LC
69744038,Engyprosopon maldivensis,LC
69744154,Engyprosopon marquisensis,LC
69744177,Engyprosopon raoulensis,LC
69744182,Engyprosopon rostratum,LC
69744195,Engyprosopon septempes,LC
69744273,Engyprosopon vanuatuensis,DD
69744363,Engyprosopon xenandrus,LC
69744396,Engyprosopon xystrias,LC
69744444,Grammatobothus pennatus,LC
69745130,Parabothus chlorospilus,LC
69778452,Parabothus coarctatus,LC
69778589,Parabothus kiensis,LC
69778885,Taeniopsetta ocellata,LC
69778947,Taeniopsetta radula,LC
69779049,Tosarhombus brevis,LC
69779213,Tosarhombus neocaledonicus,LC
69779346,Peltorhamphus latus,LC
69779492,Poecilopsetta hawaiiensis,LC
69779572,Aseraggodes auroculus,DD
69779611,Aseraggodes bahamondei,LC
69779638,Aseraggodes borehami,LC
69779647,Aseraggodes cyclurus,DD
69779662,Aseraggodes firmisquamis,DD
69779925,Aseraggodes heraldi,DD
69779937,Aseraggodes holcomi,DD
69779969,Aseraggodes lateralis,DD
69779983,Aseraggodes magnoculus,DD
69780030,Aseraggodes melanostictus,LC
69780099,Aseraggodes ramsaii,DD
69780323,Aseraggodes therese,LC
69780365,Aseraggodes xenicus,LC
69780520,Dexillus muelleri,LC
69781742,Pardachirus pavoninus,LC
69781826,Pseudaesopia japonica,LC
69781901,Soleichthys heterorhinos,LC
69786726,Dactyloptena peterseni,LC
69786877,Cociella crocodila,LC
69787135,Cymbacephalus beauforti,LC
69787355,Onigocia bimaculata,LC
69787466,Onigocia macrolepis,LC
69789503,Onigocia oligolepis,LC
69789808,Onigocia pedimacula,LC
69789961,Onigocia spinosa,LC
69790273,Rogadius patriciae,LC
69790309,Rogadius serratus,LC
69790438,Rogadius welanderi,LC
69790649,Sunagocia arenicola,LC
69790740,Sunagocia otaitensis,LC
69793403,Dendrochirus barberi,LC
69793471,Dendrochirus bellus,LC
69793633,Dendrochirus brachypterus,LC
69793953,Dendrochirus zebra,LC
69794152,Iracundus signifer,LC
69794251,Neomerinthe megalepis,LC
69797761,Neomerinthe naevosa,LC
69797998,Neomerinthe rufescens,LC
69798179,Parascorpaena mcadamsi,LC
69798315,Parascorpaena mossambica,LC
69798438,Parascorpaena picta,LC
69798514,Phenacoscorpius adenensis,LC
69798571,Phenacoscorpius megalops,LC
69798967,Pteroidichthys amboinensis,LC
69799144,Pteroidichthys noronhai,LC
69799447,Pterois antennata,LC
69799689,Pterois mombasae,LC
69799861,Pterois radiata,LC
69800019,Pterois sphex,LC
69800178,Rhinopias aphanes,LC
69800282,Rhinopias cea,DD
69800391,Rhinopias frondosa,LC
69800498,Rhinopias xenops,LC
69800704,Thysanophrys chiltonae,LC
69917385,Scorpaena cardinalis,LC
69917415,Scorpaena colorata,LC
69917655,Scorpaena lacrimata,DD
69917664,Scorpaena pele,LC
69917722,Scorpaenodes albaiensis,LC
69917918,Scorpaenodes evides,LC
69918183,Scorpaenodes guamensis,LC
69918395,Scorpaenodes minor,LC
69918402,Scorpaenodes parvipinnis,LC
69918506,Scorpaenodes scaber,DD
69918527,Scorpaenodes varipinnis,LC
69918570,Scorpaenopsis brevifrons,LC
69918587,Scorpaenopsis cacopsis,DD
69918624,Scorpaenopsis diabolus,LC
69918902,Scorpaenopsis gibbosa,LC
69918967,Scorpaenopsis macrochir,LC
69919009,Scorpaenopsis neglecta,LC
69919036,Scorpaenopsis papuensis,LC
69919214,Scorpaenopsis possi,LC
69919230,Scorpaenopsis pusilla,LC
69919253,Scorpaenopsis vittapinna,LC
69919731,Sebastapistes fowleri,LC
69920041,Sebastapistes galactacma,LC
69920173,Sebastapistes mauritiana,LC
69920296,Sebastapistes strongia,LC
69920346,Sebastapistes tinkhami,LC
69920774,Erosa erosa,LC
69921254,Acreichthys tomentosus,LC
69921994,Amanses scopas,LC
69922114,Brachaluteres jacksonianus,LC
69922164,Brachaluteres taylori,LC
69922228,Cantherhines dumerilii,LC
70010111,Cantherhines fronticinctus,LC
70010260,Cantherhines nukuhiva,DD
70010275,Cantherhines pardalis,LC
70010402,Cantherhines sandwichiensis,LC
70010437,Cantherhines verecundus,LC
70010557,Enigmacanthus filamentosus,DD
70010615,Monacanthus chinensis,LC
70010721,Oxymonacanthus longirostris,VU
70010872,Paraluteres prionurus,LC
70010936,Paramonacanthus japonicus,LC
70010999,Pervagor alternans,LC
70011018,Pervagor aspricaudus,LC
70011147,Pervagor janthinosoma,LC
70011154,Pervagor marginalis,DD
70011163,Pervagor melanocephalus,LC
70011310,Pervagor nigrolineatus,LC
70011384,Pervagor spilosoma,LC
70011518,Pseudalutarius nasicornis,LC
70011534,Rudarius minutus,LC
70011608,Thamnaconus modestoides,LC
70011736,Thamnaconus tessellatus,LC
70102294,Rhodolaena humblotii,LC
70102306,Rhodolaena coriacea,LC
71711476,Stegostoma fasciatum,EN
72497402,Mugil margaritae,DD
75150150,Chirocentrus dorab,LC
75153246,Amblygaster leiogaster,LC
75153576,Konosirus punctatus,LC
75153687,Nematalosa come,LC
75155119,Sardinella zunasi,LC
75155263,Encrasicholina heteroloba,LC
75155303,Encrasicholina punctifer,LC
